depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.2,0.1,0,4.875669800522852,0.0,1
3,0.05,0.2,0.1,1,4.585576231982047,0.5988498359607733,28
3,0.05,0.2,0.1,2,4.276400594350014,0.6060415162293956,122
