iteration,total_paths,total_documents,log_likelihood,changed_docs_count,newly_created_paths,avg_path_size,max_path_size,min_path_size
0,2,970,-545817.7690898621,0,0,485.0,967,3
1,50,970,-523309.7273069576,161,48,19.4,812,1
2,67,970,-515443.86813502683,177,21,14.477611940298507,781,1
3,74,970,-511959.6566707545,173,19,13.108108108108109,773,1
4,86,970,-508660.69506032404,185,37,11.279069767441861,759,1
5,92,970,-506046.1070593825,191,28,10.543478260869565,737,1
6,83,970,-504817.7088948247,190,20,11.686746987951807,724,1
7,80,970,-503471.70567283384,194,14,12.125,709,1
8,83,970,-502016.2933454327,197,19,11.686746987951807,691,1
9,89,970,-499592.01618750376,217,26,10.898876404494382,677,1
10,89,970,-497846.3366638962,214,18,10.898876404494382,662,1
11,81,970,-498159.0226373193,209,16,11.975308641975309,656,1
12,92,970,-496441.75802088424,213,26,10.543478260869565,638,1
13,89,970,-496604.58830119646,229,14,10.898876404494382,625,1
14,93,970,-495422.7320759904,240,18,10.43010752688172,602,1
15,97,970,-494206.6480799289,233,20,10.0,599,1
16,96,970,-493611.8170552845,235,17,10.104166666666666,589,1
17,100,970,-492450.8823727853,248,21,9.7,576,1
18,97,970,-491824.11964296066,252,21,10.0,544,1
19,103,970,-490333.92747408786,248,22,9.41747572815534,539,1
20,102,970,-490607.6426133882,238,19,9.509803921568627,531,1
21,96,970,-490311.35990037164,249,17,10.104166666666666,514,1
22,101,970,-488903.7366361668,273,21,9.603960396039604,496,1
23,101,970,-488088.5794788444,263,14,9.603960396039604,493,1
24,101,970,-487405.2775196215,271,21,9.603960396039604,478,1
25,103,970,-486881.44325388555,289,18,9.41747572815534,470,1
26,103,970,-486340.21589974477,293,16,9.41747572815534,453,1
27,114,970,-486312.2468735323,292,26,8.508771929824562,448,1
28,106,970,-485027.6848300818,289,18,9.150943396226415,448,1
29,103,970,-486222.9058865812,287,19,9.41747572815534,452,1
30,102,970,-485222.4035075547,278,17,9.509803921568627,441,1
31,106,970,-485283.2741101863,284,20,9.150943396226415,439,1
32,103,970,-484239.99114732735,287,13,9.41747572815534,426,1
33,109,970,-483088.90796352085,282,22,8.899082568807339,418,1
34,111,970,-482630.3494205188,278,22,8.73873873873874,412,1
35,106,970,-482471.75676043436,285,12,9.150943396226415,392,1
36,103,970,-482259.19291673193,274,14,9.41747572815534,397,1
37,108,970,-482260.5121851425,277,23,8.981481481481481,399,1
38,100,970,-481668.89072299306,281,14,9.7,390,1
39,101,970,-480619.72373814264,278,15,9.603960396039604,377,1
40,108,970,-481065.73444010934,298,19,8.981481481481481,371,1
41,112,970,-480620.96386102174,281,22,8.660714285714286,376,1
42,112,970,-480502.4634326863,266,20,8.660714285714286,368,1
43,108,970,-480313.7223452042,279,20,8.981481481481481,365,1
44,106,970,-480183.9894416154,263,21,9.150943396226415,362,1
