layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy,eta_used
0,1,0,0,0.0,0.0,970,4.8910889992749205,0.2
1,28,378,378,155.34835339265967,0.41097447987476105,970,5.578360774685576,0.2
2,122,7381,7381,2986.731361848768,0.40465131579037633,970,5.456687741286208,0.2
