eta,top_k,layer,weighted_avg_npmi_mean,weighted_avg_npmi_std,weighted_avg_npmi_count,weighted_avg_c_v_mean,weighted_avg_c_v_std,weighted_avg_c_v_count,weighted_avg_u_mass_mean,weighted_avg_u_mass_std,weighted_avg_u_mass_count,simple_avg_npmi_mean,simple_avg_npmi_std,simple_avg_c_v_mean,simple_avg_c_v_std,simple_avg_u_mass_mean,simple_avg_u_mass_std,node_count_mean,total_documents_mean,run_id_<lambda>
0.2,5,0.0,0.0088,0.0088,3,0.4888,0.0052,3,-0.5856,0.0136,3,0.0088,0.0088,0.4888,0.0052,-0.5856,0.0136,1.0,970.0,"1, 2, 3"
0.2,5,1.0,0.0131,0.0299,3,0.5253,0.0299,3,-2.1338,0.0946,3,0.021,0.019,0.5177,0.0119,-3.403,0.2564,29.3333,970.0,"1, 2, 3"
0.2,5,2.0,0.0717,0.0078,3,0.5869,0.0056,3,-2.7292,0.2271,3,0.0417,0.0022,0.5728,0.0085,-3.2173,0.0318,124.6667,970.0,"1, 2, 3"
