eta,top_k,layer,weighted_avg_npmi_mean,weighted_avg_npmi_std,weighted_avg_npmi_count,weighted_avg_c_v_mean,weighted_avg_c_v_std,weighted_avg_c_v_count,weighted_avg_u_mass_mean,weighted_avg_u_mass_std,weighted_avg_u_mass_count,simple_avg_npmi_mean,simple_avg_npmi_std,simple_avg_c_v_mean,simple_avg_c_v_std,simple_avg_u_mass_mean,simple_avg_u_mass_std,node_count_mean,total_documents_mean,run_id_<lambda>
0.2,10,0.0,0.021,0.0106,3,0.4866,0.0081,3,-0.7352,0.0124,3,0.021,0.0106,0.4866,0.0081,-0.7352,0.0124,1.0,970.0,"1, 2, 3"
0.2,10,1.0,-0.0242,0.0202,3,0.4428,0.0441,3,-2.6047,0.3259,3,-0.0649,0.0069,0.3954,0.0139,-3.9546,0.2393,29.3333,970.0,"1, 2, 3"
0.2,10,2.0,0.0005,0.005,3,0.4742,0.002,3,-3.2381,0.1516,3,-0.0373,0.0046,0.4753,0.0133,-3.6277,0.0279,124.6667,970.0,"1, 2, 3"
