eta,layer,node_count_mean,node_count_std,total_branches_mean,total_branches_std,avg_branching_factor_mean,avg_branching_factor_std,std_branching_factor_mean,std_branching_factor_std,non_leaf_nodes_mean,non_leaf_nodes_std,non_leaf_avg_branching_mean,non_leaf_avg_branching_std,total_documents_mean,total_documents_std,gini_doc_distribution_mean,gini_doc_distribution_std,gini_branch_distribution_mean,gini_branch_distribution_std,run_id_count
0.2,0.0,1.0,0.0,29.3333,1.5275,29.3333,1.5275,0.0,0.0,1.0,0.0,29.3333,1.5275,970.0,0.0,0.0,0.0,0.0,0.0,3
0.2,1.0,29.3333,1.5275,124.6667,2.5166,4.2562,0.1943,5.0687,0.2346,29.3333,1.5275,4.2562,0.1943,970.0,0.0,0.6467,0.0201,0.4084,0.0061,3
0.2,2.0,124.6667,2.5166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,0.0,0.5406,0.0159,0.0,0.0,3
