depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
4,0.005,0.1,0.1,0,4.882072216155122,0.0,1
4,0.005,0.1,0.1,1,4.6626656173117995,0.6027854281061503,19
4,0.005,0.1,0.1,2,4.329868372978207,0.6257874152589155,67
4,0.005,0.1,0.1,3,4.316223396339046,0.623401154558453,141
