layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy
0,1,0,0,0.0,0.0,970,4.893207499907167
1,19,171,171,67.08235373121752,0.39229446626443,970,5.084775174460857
2,67,2211,2211,909.6971527051332,0.41144149828364235,970,5.2341391016146845
3,141,9870,9870,4504.579337609826,0.45639101698174533,970,5.268805940366088
