iteration,total_paths,total_documents,log_likelihood,changed_docs_count,newly_created_paths,avg_path_size,max_path_size,min_path_size
0,263,970,-421169.4080450137,0,0,3.688212927756654,15,1
1,265,970,-421192.6257014894,224,56,3.660377358490566,16,1
2,261,970,-421686.3276020784,251,51,3.7164750957854404,15,1
3,261,970,-420588.3445216339,240,54,3.7164750957854404,15,1
4,249,970,-421942.4121751364,235,44,3.895582329317269,15,1
5,257,970,-421094.474174482,245,53,3.77431906614786,18,1
6,257,970,-420675.3743088039,230,58,3.77431906614786,13,1
7,254,970,-420810.4424990769,227,47,3.8188976377952755,13,1
8,255,970,-420824.1117772051,244,45,3.803921568627451,12,1
9,257,970,-420582.9299355097,230,55,3.77431906614786,12,1
10,258,970,-420902.19305785786,236,54,3.75968992248062,12,1
11,268,970,-420014.8291540906,233,62,3.6194029850746268,14,1
12,251,970,-421321.3678919585,222,34,3.864541832669323,13,1
13,250,970,-421392.61925268645,225,40,3.88,13,1
14,259,970,-421029.81649703375,220,59,3.7451737451737452,14,1
15,257,970,-421284.53590034816,235,55,3.77431906614786,13,1
16,254,970,-421675.8559083252,225,46,3.8188976377952755,12,1
17,257,970,-421277.4069227376,220,50,3.77431906614786,13,1
18,253,970,-421200.11690580804,224,48,3.83399209486166,13,1
19,254,970,-421432.3686005167,217,49,3.8188976377952755,17,1
20,258,970,-421045.0867448255,247,54,3.75968992248062,13,1
21,263,970,-420726.0264566728,241,54,3.688212927756654,13,1
22,259,970,-421233.60238335206,234,51,3.7451737451737452,14,1
23,254,970,-420914.17161893233,217,50,3.8188976377952755,12,1
24,253,970,-421115.15161483566,224,44,3.83399209486166,12,1
25,256,970,-421461.2099297435,215,56,3.7890625,13,1
26,250,970,-421219.6694801673,219,50,3.88,13,1
27,258,970,-421450.9992870276,222,50,3.75968992248062,13,1
28,246,970,-421705.4865381023,226,37,3.9430894308943087,12,1
29,250,970,-422501.8467922356,230,47,3.88,13,1
30,255,970,-421128.5270405619,237,50,3.803921568627451,14,1
31,263,970,-421298.55024134385,239,49,3.688212927756654,13,1
32,262,970,-420725.82230607147,230,54,3.7022900763358777,13,1
33,257,970,-421721.5945069423,245,51,3.77431906614786,13,1
34,258,970,-421786.37412461964,244,52,3.75968992248062,13,1
35,269,970,-420436.13644990424,248,65,3.6059479553903344,13,1
36,261,970,-421500.3677597066,237,56,3.7164750957854404,14,1
37,259,970,-420691.15394134494,218,48,3.7451737451737452,13,1
38,262,970,-421288.4361823206,239,57,3.7022900763358777,13,1
39,263,970,-421492.67738248524,242,55,3.688212927756654,13,1
40,258,970,-421032.28887675074,247,54,3.75968992248062,14,1
41,257,970,-420094.3653762165,246,52,3.77431906614786,12,1
42,265,970,-420651.3300010995,240,58,3.660377358490566,12,1
43,267,970,-420153.6938449647,245,56,3.6329588014981273,13,1
44,267,970,-420237.7058882308,246,57,3.6329588014981273,12,1
45,266,970,-420516.02720647224,249,58,3.6466165413533833,13,1
46,260,970,-421543.052987118,225,52,3.730769230769231,18,1
47,265,970,-421444.0928337329,253,58,3.660377358490566,13,1
48,271,970,-421130.3686089651,247,57,3.5793357933579335,13,1
49,267,970,-421211.18779386464,253,55,3.6329588014981273,13,1
50,261,970,-421859.7789601546,247,44,3.7164750957854404,13,1
51,262,970,-421158.913463709,240,49,3.7022900763358777,14,1
52,261,970,-421426.8573807491,235,56,3.7164750957854404,13,1
53,261,970,-420801.0781737817,233,51,3.7164750957854404,12,1
54,262,970,-421142.8292799196,220,51,3.7022900763358777,13,1
55,263,970,-420883.55086097313,232,52,3.688212927756654,12,1
56,265,970,-421114.6908978047,242,59,3.660377358490566,15,1
57,260,970,-421258.9517202038,253,58,3.730769230769231,14,1
58,262,970,-421184.6516539046,231,52,3.7022900763358777,13,1
59,251,970,-421279.0449944922,220,40,3.864541832669323,16,1
60,249,970,-421084.7659394333,227,39,3.895582329317269,15,1
61,252,970,-420982.56371128745,233,52,3.8492063492063493,14,1
62,264,970,-420442.53364660597,241,54,3.6742424242424243,16,1
63,257,970,-421126.7000318599,253,48,3.77431906614786,15,1
64,257,970,-421778.83442226256,244,47,3.77431906614786,15,1
65,258,970,-421531.91975780536,250,56,3.75968992248062,15,1
66,255,970,-422087.15846078447,236,52,3.803921568627451,15,1
67,256,970,-421764.90352437156,232,51,3.7890625,15,1
68,260,970,-421893.6630407619,241,52,3.730769230769231,15,1
69,260,970,-421056.2085528266,235,52,3.730769230769231,17,1
70,265,970,-421007.4942984469,239,55,3.660377358490566,15,1
71,255,970,-421680.23449723696,218,47,3.803921568627451,15,1
72,256,970,-421077.8217834925,233,47,3.7890625,16,1
73,261,970,-421272.9448618367,240,56,3.7164750957854404,16,1
74,258,970,-421606.3951853559,259,59,3.75968992248062,15,1
75,257,970,-421098.8868648337,233,50,3.77431906614786,15,1
76,257,970,-421153.96422164905,250,56,3.77431906614786,16,1
77,254,970,-420988.929622576,237,54,3.8188976377952755,17,1
78,261,970,-420615.8539055722,236,59,3.7164750957854404,17,1
79,260,970,-420501.1796972014,226,56,3.730769230769231,18,1
80,251,970,-421318.14164379943,229,46,3.864541832669323,15,1
81,259,970,-421290.72919559095,232,56,3.7451737451737452,17,1
82,258,970,-420251.07206760877,245,53,3.75968992248062,15,1
83,269,970,-420278.44768595486,253,65,3.6059479553903344,15,1
84,263,970,-420007.5118121731,244,53,3.688212927756654,15,1
85,256,970,-421846.6073102596,246,56,3.7890625,15,1
86,262,970,-420759.7339825922,247,57,3.7022900763358777,14,1
87,255,970,-422247.1861576193,250,46,3.803921568627451,15,1
88,267,970,-421114.9637843779,245,62,3.6329588014981273,15,1
89,259,970,-422195.5272179395,240,46,3.7451737451737452,15,1
90,262,970,-421126.3357033773,258,54,3.7022900763358777,15,1
91,254,970,-421524.06586290617,243,46,3.8188976377952755,14,1
92,252,970,-421909.31147340254,243,49,3.8492063492063493,17,1
93,257,970,-421075.30908463796,240,47,3.77431906614786,14,1
94,258,970,-420723.58462216466,246,50,3.75968992248062,13,1
95,259,970,-421292.485683493,237,54,3.7451737451737452,14,1
96,251,970,-421209.18248993624,238,50,3.864541832669323,14,1
97,257,970,-421060.3260879243,234,52,3.77431906614786,15,1
98,271,970,-420112.47848995496,249,62,3.5793357933579335,14,1
99,263,970,-422134.3619787662,250,55,3.688212927756654,15,1
100,256,970,-421617.55007837544,246,53,3.7890625,14,1
101,244,970,-422090.04799464054,238,44,3.9754098360655736,14,1
102,261,970,-421351.61692526075,242,56,3.7164750957854404,15,1
103,257,970,-422158.8685828005,235,51,3.77431906614786,15,1
104,259,970,-422155.9672399081,232,52,3.7451737451737452,15,1
105,256,970,-421327.7003203452,238,47,3.7890625,14,1
106,251,970,-422553.1045006477,247,41,3.864541832669323,17,1
107,261,970,-422060.07232199324,230,54,3.7164750957854404,14,1
108,261,970,-421976.6793739486,246,58,3.7164750957854404,15,1
109,258,970,-421877.0221088071,242,50,3.75968992248062,14,1
110,253,970,-422608.59344247304,246,44,3.83399209486166,14,1
111,260,970,-422265.12369701354,237,56,3.730769230769231,18,1
112,268,970,-421231.7605819861,265,54,3.6194029850746268,15,1
113,252,970,-422595.1009751676,249,56,3.8492063492063493,15,1
114,251,970,-422761.30303830275,253,54,3.864541832669323,14,1
115,265,970,-422076.61584269325,236,53,3.660377358490566,16,1
116,256,970,-421127.22531587025,247,44,3.7890625,14,1
117,262,970,-421006.3527041955,254,60,3.7022900763358777,14,1
118,268,970,-420993.34718095,246,60,3.6194029850746268,13,1
119,265,970,-420344.5409526056,252,56,3.660377358490566,14,1
120,266,970,-420148.2171084713,250,62,3.6466165413533833,14,1
121,253,970,-421666.66527730494,245,49,3.83399209486166,14,1
122,255,970,-420958.0996615253,233,57,3.803921568627451,15,1
123,270,970,-420319.0597642744,241,64,3.5925925925925926,13,1
124,261,970,-420660.2228245867,246,51,3.7164750957854404,14,1
125,261,970,-420893.57307208737,238,51,3.7164750957854404,13,1
126,265,970,-420587.2353206703,229,49,3.660377358490566,14,1
127,266,970,-421275.15887623467,247,51,3.6466165413533833,14,1
128,260,970,-421294.2621071878,238,52,3.730769230769231,15,1
129,256,970,-420832.1120535788,233,53,3.7890625,14,1
130,260,970,-421215.52903367736,230,52,3.730769230769231,13,1
131,250,970,-422186.8465612529,221,53,3.88,15,1
132,252,970,-421970.3879205775,232,50,3.8492063492063493,14,1
133,259,970,-421778.5136369996,225,54,3.7451737451737452,16,1
