parent_layer,child_layer,pair_count,simple_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,71,0.6521521472635947,0.024850751455676372,0.6514883983985935,0.4983559347405995,0.687655700507518,68870,970,0.2,0.05
1,2,261,0.6001516287252971,0.07276176248634389,0.5955641868294512,0.3600400859353107,0.733105431424668,26411,970,0.2,0.05
