depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.05,0.2,0,4.958458770493622,0.0,1
3,0.05,0.05,0.2,1,3.9537132844179035,0.6423399010603832,71
3,0.05,0.05,0.2,2,3.53361850977151,0.6610131782415507,261
