layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy
0,1,0,0,0.0,0.0,970,4.963309606114708
1,40,780,780,387.2554967457293,0.49648140608426833,970,5.131641004360685
2,144,10296,10296,5166.816790542643,0.5018275826090368,970,5.127317195507504
