parent_id,parent_layer,child_id,child_layer,js_distance,parent_doc_count,child_doc_count
0,0,1,1,0.48240839374672906,970,770
1,1,2,2,0.5539590793282951,770,559
2,2,3,3,0.5828939167056615,559,285
0,0,5,1,0.6287282700956051,970,30
2,2,18,3,0.5952797262453713,559,5
0,0,30,1,0.6105090294876332,970,12
2,2,49,3,0.6318035671408356,559,16
0,0,72,1,0.6396845509323724,970,14
72,1,73,2,0.5531949222433291,14,14
0,0,93,1,0.6266017339857652,970,18
1,1,96,2,0.6583308774356847,770,10
2,2,99,3,0.6281398190143883,559,12
1,1,149,2,0.6637397454307071,770,28
2,2,166,3,0.6388459053286841,559,8
149,2,170,3,0.5937000105038537,28,5
0,0,196,1,0.6219814464519181,970,28
2,2,202,3,0.6581295748956018,559,19
2,2,230,3,0.5933464874648336,559,12
1,1,243,2,0.6291141975933392,770,9
2,2,283,3,0.6252127403693258,559,7
2,2,309,3,0.6436539218145692,559,17
2,2,347,3,0.6625164303895763,559,18
1,1,474,2,0.6312640609591308,770,11
1,1,535,2,0.5995822451033977,770,14
0,0,621,1,0.5919432913037439,970,3
2,2,667,3,0.6077732586929997,559,4
0,0,756,1,0.6048723630125905,970,22
756,1,757,2,0.48795643723516785,22,12
2,2,814,3,0.6073850443281075,559,5
535,2,948,3,0.5296005079835567,14,9
1,1,970,2,0.6364581731285677,770,22
1,1,987,2,0.6249156714819768,770,24
1,1,1010,2,0.6270757662300723,770,13
196,1,1019,2,0.5112197963575039,28,8
2,2,1032,3,0.5923268627446535,559,8
987,2,1059,3,0.48997506757329234,24,4
30,1,1079,2,0.48209008818119353,12,11
149,2,1093,3,0.6116426908774546,28,10
970,2,1158,3,0.5453989186116214,22,9
1079,2,1190,3,0.54963033583518,11,10
1010,2,1315,3,0.5243480422402588,13,7
149,2,1325,3,0.558965108991133,28,2
0,0,1332,1,0.616541451064903,970,16
2,2,1337,3,0.5966447133371613,559,4
2,2,1380,3,0.6327391536295423,559,8
2,2,1385,3,0.6176105469704133,559,19
1,1,1564,2,0.6141626357929828,770,8
149,2,1599,3,0.5619432217479818,28,4
1,1,1693,2,0.6078256993993256,770,4
2,2,1732,3,0.6135698963605608,559,5
757,2,1839,3,0.5191568840860941,12,8
