layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy
0,1,0,0,0.0,0.0,970,4.928234246264686
1,17,136,136,62.94520949733919,0.4628324227745529,970,4.96607926140544
2,62,1891,1891,722.37978004875,0.3820094024583554,970,5.3932162213531605
3,155,11935,11935,5534.011094892083,0.4636791868363706,970,5.193858700364469
