layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy,eta_used
0,1,0,0,0.0,0.0,970,5.212099115619259,0.02
1,74,2701,2701,1708.244603636317,0.6324489461815316,970,4.258282360754918,0.02
2,308,47278,47278,30945.169562253483,0.6545363501470765,970,3.8284254027939206,0.02
