layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,eta,gamma,depth,alpha
0,1,970,970.0,0.01038051321224059,0.462589810528772,-0.7242276431404688,0.01038051321224059,0.462589810528772,-0.7242276431404688,,,,10,0.1,0.05,3,0.1
1,74,970,13.108108108108109,-0.0142931486188771,0.47132582073580814,-2.3448128880752424,-0.05399900945008123,0.44639150133716093,-3.1697345808347754,0.12612071252274912,0.13117361755577334,1.405914018446475,10,0.1,0.05,3,0.1
2,308,970,3.1493506493506493,-0.009444738968339871,0.4383656965053526,-3.1192188557378153,-0.03158380447119407,0.4420147998630378,-3.1046444906360664,0.11161749137585286,0.150768686298653,1.2831802795231844,10,0.1,0.05,3,0.1
