depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.02,0.1,0,5.210947874668272,0.0,1
3,0.05,0.02,0.1,1,3.6437721685352384,0.6636518696499131,74
3,0.05,0.02,0.1,2,3.235714407393598,0.6644883824061641,308
