eta,gamma,depth,alpha,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
0.02,0.05,3,0.1,155,194,194,194,16508,-97642.17660411463,370.4949712711672,370.4949712711672,1.0,3.0
