depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
4,0.005,0.1,0.1,0,4.918656290582183,0.0,1
4,0.005,0.1,0.1,1,4.566420620958897,0.608394878541105,17
4,0.005,0.1,0.1,2,4.479762805483775,0.6368033026755886,62
4,0.005,0.1,0.1,3,4.176298424661645,0.6266811787204384,155
