layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,eta,gamma,depth,alpha
0,1,970,970.0,0.005133950278135126,0.5174253898850809,-0.57009880163444,0.005133950278135126,0.5174253898850809,-0.57009880163444,,,,5,0.01,0.05,3,0.1
1,80,970,12.125,0.0801063765172105,0.5768385444935701,-1.9447581552215059,0.03728959056555316,0.5372963652115256,-2.7660598464989192,0.1606033489021646,0.13544281601724728,1.8364570628076107,5,0.01,0.05,3,0.1
2,344,970,2.8197674418604652,0.0743472862103666,0.5654328396972481,-2.4811385045831056,0.06558543664126083,0.5627697583248722,-2.6598503176027384,0.1307958917236206,0.1472118281116364,1.2664676154623742,5,0.01,0.05,3,0.1
