rhat_len_docs,mean_jaccard,mean_ratio,rhat_threshold,converged,iteration,timestamp
2.2808209374693957,"[0.948466922294273, 0.9403888629251697, 0.9290941567238067]","[0.20000000000000004, 0.20000000000000004, 0.20000000000000004]",,False,55,1755368887.580736
1.4504963312659231,"[0.9438286662960349, 0.9324210631928859, 0.9353135105469443]","[0.20000000000000004, 0.20000000000000004, 0.20000000000000004]",,False,75,1755370220.8333814
1.3212349195885056,"[0.937759252879854, 0.9301974332985858, 0.9288266014624039]","[0.20000000000000004, 0.20000000000000004, 0.20000000000000004]",,False,95,1755371614.1941133
1.4965902354474951,"[0.9437584687337027, 0.9316095318376825, 0.923347725433284]","[0.20000000000000004, 0.20000000000000004, 0.20000000000000004]",,False,115,1755373092.7043095
1.5417138842216997,"[0.9457533945940444, 0.9332956343618722, 0.9305463315407806]","[0.20000000000000004, 0.20000000000000004, 0.20000000000000004]",,False,135,1755374601.1973438
0.9833437688375514,"[0.9400769762810557, 0.9290141428371989, 0.9286162688903264]","[0.20000000000000004, 0.20000000000000004, 0.20000000000000004]",,True,155,1755376084.7326305
