eta,layer,node_count_mean,node_count_std,total_branches_mean,total_branches_std,avg_branching_factor_mean,avg_branching_factor_std,std_branching_factor_mean,std_branching_factor_std,non_leaf_nodes_mean,non_leaf_nodes_std,non_leaf_avg_branching_mean,non_leaf_avg_branching_std,total_documents_mean,total_documents_std,gini_doc_distribution_mean,gini_doc_distribution_std,gini_branch_distribution_mean,gini_branch_distribution_std,run_id_count
0.01,0.0,1.0,0.0,79.0,2.6458,79.0,2.6458,0.0,0.0,1.0,0.0,79.0,2.6458,970.0,0.0,0.0,0.0,0.0,0.0,3
0.01,1.0,79.0,2.6458,340.3333,12.897,4.3076,0.0229,7.7551,1.3561,79.0,2.6458,4.3076,0.0229,970.0,0.0,0.5664,0.0113,0.4184,0.0409,3
0.01,2.0,340.3333,12.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,0.0,0.4233,0.0182,0.0,0.0,3
