layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy,eta_used,alpha_folder
0,1,0,0,0.0,0.0,970,4.947327727947413,0.05,0.5
1,55,1485,1485,841.0153152157778,0.5663402796065844,970,4.628702711283415,0.05,0.5
2,236,27730,27730,15645.51769371682,0.5642090765855327,970,4.532067943646631,0.05,0.5
