depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.05,0.5,0,4.943801620475803,0.0,1
3,0.05,0.05,0.5,1,4.165525107716991,0.6067272757842697,55
3,0.05,0.05,0.5,2,3.6722254810263246,0.65324605849473,236
