record_time,len_stable_docs,jaccard_mean,jaccard_std,ratio_mean,ratio_std,jaccard_list,ratio_list
0,"[639, 639, 651, 658, 649, 641, 630, 621, 628, 630, 628, 641, 641, 644, 651, 635, 630, 621, 629, 635, 640]",0.93853969151332,0.012158756800498268,0.20000000000000004,2.7755575615628914e-17,"[0.948170731707317, 0.9253731343283582, 0.9421364985163204, 0.9420505200594353, 0.9282511210762332, 0.9316109422492401, 0.9516380655226209, 0.9274691358024691, 0.9264931087289433, 0.9294478527607362, 0.9553158705701078, 0.9483282674772037, 0.952887537993921, 0.915680473372781, 0.9367469879518072, 0.9254185692541856, 0.9275808936825886, 0.9470404984423676, 0.9536321483771252, 0.9555214723926381]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
1,"[640, 647, 649, 647, 633, 619, 622, 629, 641, 652, 645, 644, 644, 642, 629, 632, 634, 648, 648, 641, 642]",0.9369094134592103,0.009140869436665604,0.20000000000000004,2.7755575615628914e-17,"[0.9324324324324325, 0.9372197309417041, 0.9343283582089552, 0.924812030075188, 0.9410852713178295, 0.9420970266040689, 0.9455676516329704, 0.9448698315467075, 0.9298507462686567, 0.9445277361319341, 0.947129909365559, 0.942684766214178, 0.9484848484848485, 0.9404580152671755, 0.9489953632148377, 0.9152798789712556, 0.9336349924585219, 0.9257057949479941, 0.9238805970149254, 0.9351432880844646]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[642, 641, 648, 653, 652, 654, 646, 647, 649, 652, 664, 654, 643, 627, 625, 641, 650, 646, 656, 657, 657]",0.941492899493763,0.007569962949178064,0.20000000000000004,2.7755575615628914e-17,"[0.9293233082706767, 0.9412650602409639, 0.9274074074074075, 0.9390787518573551, 0.9376854599406528, 0.9461077844311377, 0.9531722054380665, 0.9372197309417041, 0.9593373493975904, 0.9496296296296296, 0.9325513196480938, 0.9416167664670658, 0.9389312977099237, 0.9440993788819876, 0.9387442572741195, 0.9355322338830585, 0.9430284857571214, 0.940387481371088, 0.9451851851851852, 0.9495548961424333]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
3,"[657, 650, 640, 634, 636, 637, 644, 638, 640, 647, 652, 648, 636, 635, 632, 643, 649, 655, 657, 657, 657]",0.9412752435235999,0.009159275427923413,0.20000000000000004,2.7755575615628914e-17,"[0.9334319526627219, 0.9340329835082459, 0.939117199391172, 0.9478527607361963, 0.9258698940998488, 0.9350453172205438, 0.9483282674772037, 0.9363636363636364, 0.9411764705882353, 0.9563253012048193, 0.9402985074626866, 0.9308270676691729, 0.9493865030674846, 0.9492307692307692, 0.9435975609756098, 0.9226190476190477, 0.9404761904761905, 0.9465875370919882, 0.9466666666666667, 0.9582712369597616]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
4,"[657, 658, 658, 667, 671, 660, 668, 674, 679, 684, 674, 667, 676, 670, 669, 665, 662, 657, 655, 645, 653]",0.9432204941716671,0.007099674739846544,0.20000000000000004,2.7755575615628914e-17,"[0.9568452380952381, 0.9410029498525073, 0.9371345029239766, 0.9532846715328467, 0.934593023255814, 0.9500734214390602, 0.9505813953488372, 0.9439655172413793, 0.949928469241774, 0.9455587392550143, 0.9378612716763006, 0.9435600578871202, 0.9422799422799423, 0.934971098265896, 0.9531478770131772, 0.9428989751098097, 0.931185944363104, 0.9437037037037037, 0.9374068554396423, 0.9344262295081968]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
5,"[653, 651, 662, 657, 660, 666, 649, 646, 642, 653, 656, 663, 667, 653, 648, 655, 651, 660, 661, 661, 653]",0.9398816046273926,0.010454488040028749,0.20000000000000004,2.7755575615628914e-17,"[0.9233038348082596, 0.9480712166172107, 0.9255474452554745, 0.9482248520710059, 0.9329446064139941, 0.922514619883041, 0.9328358208955224, 0.9485627836611196, 0.9561933534743202, 0.9566517189835575, 0.9340175953079178, 0.9331395348837209, 0.9354838709677419, 0.9446935724962631, 0.9332344213649851, 0.9463487332339792, 0.9508928571428571, 0.948377581120944, 0.92992700729927, 0.9466666666666667]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
6,"[653, 658, 656, 661, 662, 668, 654, 648, 648, 649, 655, 655, 660, 659, 657, 653, 639, 649, 648, 649, 660]",0.9369158260798942,0.009504008772363268,0.20000000000000004,2.7755575615628914e-17,"[0.9279411764705883, 0.93519882179676, 0.9511111111111111, 0.9313868613138686, 0.9416058394160584, 0.9384164222873901, 0.9375, 0.9401197604790419, 0.9474474474474475, 0.9404761904761905, 0.9350073855243722, 0.9481481481481482, 0.9255474452554745, 0.9467455621301775, 0.9293078055964654, 0.9226190476190477, 0.9544764795144158, 0.9387144992526159, 0.9271916790490342, 0.9193548387096774]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
7,"[660, 666, 661, 667, 668, 661, 650, 646, 643, 637, 640, 650, 657, 665, 677, 669, 678, 673, 673, 673, 661]",0.936409461903277,0.010877348021348038,0.20000000000000004,2.7755575615628914e-17,"[0.947136563876652, 0.9372262773722628, 0.9330422125181951, 0.9460641399416909, 0.9401459854014599, 0.9451038575667656, 0.92, 0.9267563527653214, 0.9161676646706587, 0.9231927710843374, 0.9427710843373494, 0.9108187134502924, 0.9441176470588235, 0.9365079365079365, 0.9422799422799423, 0.9437229437229437, 0.9383070301291249, 0.9479015918958031, 0.9394812680115274, 0.9474452554744526]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
8,"[661, 657, 659, 659, 664, 671, 653, 657, 657, 637, 641, 651, 655, 659, 659, 662, 658, 657, 671, 691, 690]",0.9432370844669764,0.012712480589188524,0.20000000000000004,2.7755575615628914e-17,"[0.9353891336270191, 0.9410029498525073, 0.9497041420118343, 0.9513274336283186, 0.9319826338639653, 0.935672514619883, 0.9610778443113772, 0.9553571428571429, 0.9400299850074962, 0.9046199701937406, 0.9487179487179487, 0.9492537313432836, 0.9266862170087976, 0.9382352941176471, 0.9599406528189911, 0.9469026548672567, 0.9452662721893491, 0.9500734214390602, 0.9374110953058321, 0.9560906515580736]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
9,"[690, 673, 656, 655, 657, 664, 667, 673, 676, 670, 672, 660, 653, 653, 659, 664, 670, 670, 663, 656, 656]",0.9364665462366707,0.0064897852762166724,0.20000000000000004,2.7755575615628914e-17,"[0.9388335704125178, 0.9429824561403509, 0.9479940564635958, 0.9351032448377581, 0.9341142020497804, 0.9289855072463769, 0.9476744186046512, 0.9326647564469914, 0.9339080459770115, 0.9337175792507204, 0.936046511627907, 0.9365781710914455, 0.9262536873156342, 0.9408284023668639, 0.9313868613138686, 0.9305354558610709, 0.9280575539568345, 0.945985401459854, 0.9454277286135693, 0.9322533136966127]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
