node_id,renyi_entropy_corrected,nonzero_word_count,total_vocabulary_size,sparsity_ratio,eta_used,alpha_folder,renyi_alpha,iteration,document_count,layer,parent_id,child_ids,child_count
0,4.947327727947413,767,1490,0.5147651006711409,0.05,0.5,2.0,275,970,0,,"[1,53,72,127,155,221,21,1215,3538,5060,2656,6814,7197,7711,1644,506,8752,188,7758,9942,1563,9137,1328,8942,12514,11713,2732,521,13022,37,13266,3328,10895,13366,244,9314,3256,3414,7702,229,1036,13684,12767,12347,2842,12784,12933,13572,13803,9563,13835,10701,13867,13869,13884]",55
1,4.663903091418307,502,1490,0.3369127516778523,0.05,0.5,2.0,275,546,1,0.0,"[2,205,268,397,404,440,564,596,642,650,699,777,1149,1310,1331,1651,1723,1733,1795,1996,2103,2193,3216,3301,3437,3482,4587,4619,5131,5574,5666,5877,5999,6871,8648,8719,8968,9798,10304,10346,10406,10651,11222,11256,11333,11389,11450,11920,12175,12389,12414,12520,12631,12764,12876,12991,13025,13214,13302,13447,13452,13487,13559,13598,13623,13641,13655,13682,13686,13709,13761,13765,13786,13812,13817,13830,13833,13865,13882,13886,13887,13888,13891,13903,13906,13912]",86
2,4.837575776781092,538,1490,0.3610738255033557,0.05,0.5,2.0,275,118,2,1.0,,0
21,4.803677579881621,50,1490,0.0335570469798657,0.05,0.5,2.0,275,14,1,0.0,"[2284,13841,13862]",3
37,4.311253914143977,105,1490,0.0704697986577181,0.05,0.5,2.0,275,9,1,0.0,"[13264,13374,13736]",3
53,4.567568183467126,56,1490,0.0375838926174496,0.05,0.5,2.0,275,6,1,0.0,[62],1
62,4.092240133658326,79,1490,0.0530201342281879,0.05,0.5,2.0,275,6,2,53.0,,0
72,5.0620137233444815,29,1490,0.0194630872483221,0.05,0.5,2.0,275,6,1,0.0,"[73,13768,13856]",3
73,4.531873208524511,73,1490,0.048993288590604,0.05,0.5,2.0,275,3,2,72.0,,0
127,4.816572631422734,111,1490,0.074496644295302,0.05,0.5,2.0,275,16,1,0.0,"[128,2271,13752]",3
128,4.509730739981453,88,1490,0.0590604026845637,0.05,0.5,2.0,275,7,2,127.0,,0
155,4.720073702597347,112,1490,0.0751677852348993,0.05,0.5,2.0,275,18,1,0.0,"[198,11216,13728,13733,13789]",5
188,4.266001983898862,127,1490,0.085234899328859,0.05,0.5,2.0,275,23,1,0.0,"[9906,13450,13461,13601,13770,13854,13858,13890,13898,13904,13914]",11
198,3.917004077315685,55,1490,0.0369127516778523,0.05,0.5,2.0,275,4,2,155.0,,0
205,4.405417104875483,106,1490,0.0711409395973154,0.05,0.5,2.0,275,7,2,1.0,,0
221,5.20014617439891,35,1490,0.023489932885906,0.05,0.5,2.0,275,12,1,0.0,"[2124,8323]",2
229,4.105153347250218,38,1490,0.0255033557046979,0.05,0.5,2.0,275,3,1,0.0,"[13666,13771]",2
244,4.023982855261607,69,1490,0.0463087248322147,0.05,0.5,2.0,275,12,1,0.0,"[13444,13626,13757,13827]",4
268,4.357763881172884,105,1490,0.0704697986577181,0.05,0.5,2.0,275,7,2,1.0,,0
397,4.448003841725816,97,1490,0.0651006711409395,0.05,0.5,2.0,275,7,2,1.0,,0
404,4.352571379397832,130,1490,0.087248322147651,0.05,0.5,2.0,275,10,2,1.0,,0
440,3.871722387182951,82,1490,0.0550335570469798,0.05,0.5,2.0,275,6,2,1.0,,0
506,4.468114772883757,49,1490,0.0328859060402684,0.05,0.5,2.0,275,5,1,0.0,"[9541,13851]",2
521,4.008797766635199,70,1490,0.046979865771812,0.05,0.5,2.0,275,17,1,0.0,"[13000,13715,13788,13834,13899]",5
564,4.515181380550931,79,1490,0.0530201342281879,0.05,0.5,2.0,275,5,2,1.0,,0
596,4.306982430683539,105,1490,0.0704697986577181,0.05,0.5,2.0,275,10,2,1.0,,0
642,4.285396137664281,83,1490,0.0557046979865771,0.05,0.5,2.0,275,6,2,1.0,,0
650,4.49502344792646,124,1490,0.0832214765100671,0.05,0.5,2.0,275,10,2,1.0,,0
699,4.337865795984559,148,1490,0.0993288590604026,0.05,0.5,2.0,275,9,2,1.0,,0
777,4.693509237645064,123,1490,0.0825503355704698,0.05,0.5,2.0,275,12,2,1.0,,0
1036,4.517054491743079,62,1490,0.0416107382550335,0.05,0.5,2.0,275,6,1,0.0,"[13678,13844,13879]",3
1149,4.002985409083901,99,1490,0.0664429530201342,0.05,0.5,2.0,275,9,2,1.0,,0
1215,4.554091476597442,108,1490,0.07248322147651,0.05,0.5,2.0,275,17,1,0.0,"[3220,13519,13673,13829,13873]",5
1310,4.089352043244769,113,1490,0.0758389261744966,0.05,0.5,2.0,275,11,2,1.0,,0
1328,3.877127343562755,93,1490,0.0624161073825503,0.05,0.5,2.0,275,13,1,0.0,"[12399,13396,13875,13883,13894,13909]",6
1331,4.758883306380224,83,1490,0.0557046979865771,0.05,0.5,2.0,275,5,2,1.0,,0
1563,4.688607157615797,74,1490,0.0496644295302013,0.05,0.5,2.0,275,13,1,0.0,"[11103,13088,13880,13915]",4
1644,4.626124323500648,32,1490,0.021476510067114,0.05,0.5,2.0,275,5,1,0.0,[7949],1
1651,4.296409383361457,107,1490,0.0718120805369127,0.05,0.5,2.0,275,10,2,1.0,,0
1723,3.902981319890557,119,1490,0.0798657718120805,0.05,0.5,2.0,275,12,2,1.0,,0
1733,4.586665093462823,87,1490,0.0583892617449664,0.05,0.5,2.0,275,8,2,1.0,,0
1795,4.691511451063889,103,1490,0.0691275167785235,0.05,0.5,2.0,275,8,2,1.0,,0
1996,4.184777180073424,114,1490,0.0765100671140939,0.05,0.5,2.0,275,10,2,1.0,,0
2103,4.0360639221539145,49,1490,0.0328859060402684,0.05,0.5,2.0,275,4,2,1.0,,0
2124,4.203412791769989,68,1490,0.0456375838926174,0.05,0.5,2.0,275,5,2,221.0,,0
2193,4.299178353175518,111,1490,0.074496644295302,0.05,0.5,2.0,275,9,2,1.0,,0
2271,4.497179257782387,141,1490,0.0946308724832214,0.05,0.5,2.0,275,7,2,127.0,,0
2284,4.614471837380483,120,1490,0.0805369127516778,0.05,0.5,2.0,275,9,2,21.0,,0
2656,4.168802891601737,53,1490,0.0355704697986577,0.05,0.5,2.0,275,12,1,0.0,"[6598,13631,13687]",3
2732,4.372739484220895,64,1490,0.0429530201342281,0.05,0.5,2.0,275,4,1,0.0,[12966],1
2842,4.176394711782128,91,1490,0.0610738255033557,0.05,0.5,2.0,275,8,1,0.0,"[13750,13767,13847,13874,13881]",5
3216,4.389812695529765,111,1490,0.074496644295302,0.05,0.5,2.0,275,12,2,1.0,,0
3220,3.947173283893543,90,1490,0.0604026845637583,0.05,0.5,2.0,275,8,2,1215.0,,0
3256,4.334932274207692,81,1490,0.0543624161073825,0.05,0.5,2.0,275,7,1,0.0,"[13472,13681,13746]",3
3301,4.504699276384928,90,1490,0.0604026845637583,0.05,0.5,2.0,275,6,2,1.0,,0
3328,4.700638001587683,95,1490,0.0637583892617449,0.05,0.5,2.0,275,4,1,0.0,"[13337,13902]",2
3414,4.532080286533477,56,1490,0.0375838926174496,0.05,0.5,2.0,275,4,1,0.0,[13618],1
3437,4.602369403039723,50,1490,0.0335570469798657,0.05,0.5,2.0,275,3,2,1.0,,0
3482,4.078746829182195,61,1490,0.0409395973154362,0.05,0.5,2.0,275,6,2,1.0,,0
3538,4.125551334522808,58,1490,0.0389261744966442,0.05,0.5,2.0,275,11,1,0.0,"[3839,7528,13913]",3
3839,4.204390848324802,100,1490,0.0671140939597315,0.05,0.5,2.0,275,6,2,3538.0,,0
4587,3.760931091356123,85,1490,0.0570469798657718,0.05,0.5,2.0,275,9,2,1.0,,0
4619,4.178334531692975,99,1490,0.0664429530201342,0.05,0.5,2.0,275,11,2,1.0,,0
5060,5.374648486403493,23,1490,0.0154362416107382,0.05,0.5,2.0,275,8,1,0.0,"[5153,12363,13896]",3
5131,4.222050300485945,66,1490,0.0442953020134228,0.05,0.5,2.0,275,6,2,1.0,,0
5153,4.334874936403,65,1490,0.0436241610738255,0.05,0.5,2.0,275,5,2,5060.0,,0
5574,4.753020055782392,71,1490,0.0476510067114094,0.05,0.5,2.0,275,4,2,1.0,,0
5666,4.154471108818882,89,1490,0.059731543624161,0.05,0.5,2.0,275,8,2,1.0,,0
5877,4.582361998704783,70,1490,0.046979865771812,0.05,0.5,2.0,275,4,2,1.0,,0
5999,4.022279887814236,113,1490,0.0758389261744966,0.05,0.5,2.0,275,9,2,1.0,,0
6598,3.428369823591773,74,1490,0.0496644295302013,0.05,0.5,2.0,275,4,2,2656.0,,0
6814,4.4716799871597885,54,1490,0.036241610738255,0.05,0.5,2.0,275,11,1,0.0,"[7750,13762,13901]",3
6871,3.9462727803441,67,1490,0.0449664429530201,0.05,0.5,2.0,275,4,2,1.0,,0
7197,4.779805978647338,49,1490,0.0328859060402684,0.05,0.5,2.0,275,4,1,0.0,[7752],1
7528,4.058387751603575,36,1490,0.0241610738255033,0.05,0.5,2.0,275,4,2,3538.0,,0
7702,4.485555557144584,61,1490,0.0409395973154362,0.05,0.5,2.0,275,7,1,0.0,"[13642,13860,13861]",3
7711,4.627982603988543,59,1490,0.0395973154362416,0.05,0.5,2.0,275,10,1,0.0,"[7889,13058,13859,13864,13911]",5
7750,4.2160082664817145,77,1490,0.0516778523489932,0.05,0.5,2.0,275,7,2,6814.0,,0
7752,4.721093589694679,78,1490,0.0523489932885906,0.05,0.5,2.0,275,4,2,7197.0,,0
7758,4.521246984492902,60,1490,0.0402684563758389,0.05,0.5,2.0,275,7,1,0.0,"[9929,13878]",2
7889,4.221361725563436,45,1490,0.0302013422818791,0.05,0.5,2.0,275,3,2,7711.0,,0
7949,4.267005674118604,66,1490,0.0442953020134228,0.05,0.5,2.0,275,5,2,1644.0,,0
8323,3.9722209694985335,70,1490,0.046979865771812,0.05,0.5,2.0,275,7,2,221.0,,0
8648,4.48312569964514,80,1490,0.0536912751677852,0.05,0.5,2.0,275,4,2,1.0,,0
8719,4.415776687321039,50,1490,0.0335570469798657,0.05,0.5,2.0,275,3,2,1.0,,0
8752,4.892497618292273,41,1490,0.0275167785234899,0.05,0.5,2.0,275,8,1,0.0,"[9863,13871]",2
8942,4.739707172362517,75,1490,0.0503355704697986,0.05,0.5,2.0,275,12,1,0.0,"[12547,13150,13802,13895]",4
8968,4.545767677635563,71,1490,0.0476510067114094,0.05,0.5,2.0,275,5,2,1.0,,0
9137,4.838341803100546,75,1490,0.0503355704697986,0.05,0.5,2.0,275,11,1,0.0,"[11985,13632,13872,13876]",4
9314,4.793370325899962,50,1490,0.0335570469798657,0.05,0.5,2.0,275,5,1,0.0,"[13454,13810]",2
9541,4.513093858470181,38,1490,0.0255033557046979,0.05,0.5,2.0,275,3,2,506.0,,0
