parent_layer,child_layer,pair_count,simple_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,55,0.6434544708979008,0.023012998236930208,0.6460999258608244,0.5776981405927127,0.6947798396093193,53350,970,0.5,0.05
1,2,236,0.6128407181704049,0.07690240561279094,0.6189266836064625,0.2614734696805648,0.7266701522949669,48519,970,0.5,0.05
