alpha,eta,gamma,depth,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
0.5,0.05,0.05,3,275,194,194,194,16508,-115962.32246056788,1123.9602552946183,1874.6313113552544,1.0,3.0
