layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy,eta_used
0,1,0,0,0.0,0.0,970,5.154996840815727,0.02
1,72,2556,2556,1655.6967293962614,0.6477686734727157,970,4.2164132415793585,0.02
2,311,48205,48205,31376.03183612833,0.6508874978970715,970,3.8551672304036466,0.02
