layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,eta,gamma,depth,alpha
0,1,970,970.0,0.013885924146951547,0.48573015805465874,-0.6050166986005817,0.013885924146951547,0.48573015805465874,-0.6050166986005818,,,,5,0.02,0.05,3,0.1
1,72,970,13.472222222222221,0.02442700689231523,0.5485934613434702,-2.1228025054424635,0.031246766480668604,0.530966092438878,-2.9746141465225175,0.18470307032876632,0.16639894251526705,2.4249671817796656,5,0.02,0.05,3,0.1
2,311,970,3.1189710610932475,0.0721245191704301,0.5757867393458422,-2.6394633551605673,0.05783944666553338,0.5627216439082049,-2.70502285022974,0.136275397719667,0.15494981993288653,1.7016464638777025,5,0.02,0.05,3,0.1
