node_id,renyi_entropy_corrected,nonzero_word_count,total_vocabulary_size,sparsity_ratio,eta_prior,renyi_alpha,iteration,document_count,layer,parent_id,child_ids,child_count
0,5.154996840815727,920,1490,0.6174496644295302,0.02,2.0,155,970,0,,"[1,101,59,81,369,14,330,2199,862,1262,62,3978,25,6422,8833,9068,7290,260,51,2777,1403,7109,297,5332,6611,8065,15220,14139,14501,16135,1417,7831,9871,1571,15056,9042,5802,15130,7837,4870,17457,1024,4313,13817,19096,322,13447,11153,843,2512,4687,13277,7541,4501,16747,19875,7154,19834,7293,5082,19960,14113,9641,5112,18324,14588,20171,19454,20203,19421,17987,16260]",72
1,4.760847014959698,281,1490,0.1885906040268456,0.02,2.0,155,355,1,0.0,"[2,3,4,10,29,39,50,75,76,125,148,168,174,178,181,183,197,232,250,622,631,645,660,1076,1634,1874,2213,3143,5085,7129,7751,11988,14342,15671,17058,17648,17805,18177,19005,19771,19949,20047,20188,20239,20252,20254,20262,20284,20286,20298]",50
10,3.86425903553222,83,1490,0.0557046979865771,0.02,2.0,155,10,2,1.0,,0
322,3.37644325048869,43,1490,0.0288590604026845,0.02,2.0,155,6,1,0.0,"[19140,19357,20238]",3
75,3.948839714007277,60,1490,0.0402684563758389,0.02,2.0,155,5,2,1.0,,0
2,3.666471780681616,140,1490,0.0939597315436241,0.02,2.0,155,17,2,1.0,,0
50,3.953035661274801,77,1490,0.0516778523489932,0.02,2.0,155,7,2,1.0,,0
3,4.886946067693403,357,1490,0.2395973154362416,0.02,2.0,155,84,2,1.0,,0
3143,3.937639657599934,22,1490,0.0147651006711409,0.02,2.0,155,2,2,1.0,,0
631,3.3574557277641324,71,1490,0.0476510067114094,0.02,2.0,155,13,2,1.0,,0
1076,3.408219564860297,42,1490,0.0281879194630872,0.02,2.0,155,3,2,1.0,,0
76,3.764835004085786,73,1490,0.048993288590604,0.02,2.0,155,8,2,1.0,,0
552,3.7816918378350106,64,1490,0.0429530201342281,0.02,2.0,155,8,2,59.0,,0
197,3.2220260218067427,53,1490,0.0355704697986577,0.02,2.0,155,5,2,1.0,,0
125,3.6644962685809968,56,1490,0.0375838926174496,0.02,2.0,155,3,2,1.0,,0
250,3.64402611400332,54,1490,0.036241610738255,0.02,2.0,155,6,2,1.0,,0
81,3.827806485109413,37,1490,0.0248322147651006,0.02,2.0,155,15,1,0.0,"[516,1773,5326,20060,20149]",5
168,3.3363311918181178,89,1490,0.059731543624161,0.02,2.0,155,15,2,1.0,,0
183,3.472438602784082,82,1490,0.0550335570469798,0.02,2.0,155,9,2,1.0,,0
622,3.8231657055272823,42,1490,0.0281879194630872,0.02,2.0,155,3,2,1.0,,0
174,3.7102433303751474,35,1490,0.023489932885906,0.02,2.0,155,4,2,1.0,,0
260,3.662470481209141,31,1490,0.0208053691275167,0.02,2.0,155,10,1,0.0,"[10085,18822]",2
148,3.729373395246629,52,1490,0.0348993288590604,0.02,2.0,155,7,2,1.0,,0
51,3.7372077121297713,71,1490,0.0476510067114094,0.02,2.0,155,11,1,0.0,"[10430,19415,20040,20127]",4
330,4.457331249351429,20,1490,0.0134228187919463,0.02,2.0,155,8,1,0.0,"[2189,20248]",2
2785,3.9582839023669982,85,1490,0.0570469798657718,0.02,2.0,155,5,2,101.0,,0
662,2.8861705263192032,37,1490,0.0248322147651006,0.02,2.0,155,5,2,369.0,,0
232,3.967662188168799,80,1490,0.0536912751677852,0.02,2.0,155,8,2,1.0,,0
2777,4.093710192530878,19,1490,0.0127516778523489,0.02,2.0,155,5,1,0.0,[11663],1
62,3.925554929138417,40,1490,0.0268456375838926,0.02,2.0,155,13,1,0.0,"[4417,17154,19596]",3
206,3.872569222399201,84,1490,0.0563758389261744,0.02,2.0,155,6,2,101.0,,0
660,3.71272723736792,75,1490,0.0503355704697986,0.02,2.0,155,11,2,1.0,,0
1262,4.060358148319492,45,1490,0.0302013422818791,0.02,2.0,155,6,1,0.0,"[4306,17097]",2
4306,3.984994727036026,34,1490,0.0228187919463087,0.02,2.0,155,4,2,1262.0,,0
1571,3.4980370966245964,38,1490,0.0255033557046979,0.02,2.0,155,10,1,0.0,"[17207,19706,20281]",3
843,4.106550782447323,44,1490,0.0295302013422818,0.02,2.0,155,6,1,0.0,"[19323,20072,20292]",3
862,3.940226860118393,48,1490,0.0322147651006711,0.02,2.0,155,23,1,0.0,"[2838,3750,18059,18459,18513,19448,19692,19725,19858]",9
2838,3.7488575794019456,32,1490,0.021476510067114,0.02,2.0,155,3,2,862.0,,0
59,3.975074710786807,59,1490,0.0395973154362416,0.02,2.0,155,17,1,0.0,"[452,552,20038,20236,20259]",5
2201,3.4427150413285483,52,1490,0.0348993288590604,0.02,2.0,155,5,2,369.0,,0
4313,3.711302282808385,41,1490,0.0275167785234899,0.02,2.0,155,9,1,0.0,"[18904,20080,20199,20209]",4
