depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.02,0.1,0,5.153913187479968,0.0,1
3,0.05,0.02,0.1,1,3.6929609615359404,0.6603048559058441,72
3,0.05,0.02,0.1,2,3.2458143842169305,0.6641878522063535,311
