layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy
0,1,0,0,0.0,0.0,970,4.8116373245015085
1,14,91,91,41.03331412849807,0.45091553987360516,970,4.893545856275416
2,61,1830,1830,734.3821934132283,0.40130174503455096,970,5.293742897518353
3,169,14196,14196,6907.957512407014,0.48661295522731857,970,5.043175963620907
