parent_id,parent_layer,child_id,child_layer,js_distance,parent_doc_count,child_doc_count
0,0,1,1,0.4608247479103014,970,776
1,1,2,2,0.5563058349866654,776,478
2,2,3,3,0.6291147711237562,478,107
1,1,11,2,0.6309615793857821,776,10
0,0,21,1,0.6299964112022082,970,13
1,1,43,2,0.637511500763804,776,18
1,1,48,2,0.6487446921884104,776,13
2,2,62,3,0.6382790956854438,478,3
1,1,71,2,0.6244355957109671,776,29
0,0,110,1,0.6331626309468193,970,8
2,2,121,3,0.6675313828902787,478,10
1,1,123,2,0.6706458082142055,776,23
1,1,156,2,0.6354737764598027,776,12
2,2,164,3,0.6341311349526001,478,6
0,0,187,1,0.6400195602440952,970,17
0,0,195,1,0.634128096239619,970,11
1,1,259,2,0.6373835472984851,776,14
2,2,337,3,0.665702108156577,478,17
2,2,347,3,0.6574022053337446,478,10
2,2,371,3,0.6107175951354256,478,14
2,2,418,3,0.6837687893193776,478,13
43,2,424,3,0.57779301482521,18,16
123,2,713,3,0.5969822588391626,23,7
2,2,718,3,0.6297671786369724,478,7
2,2,732,3,0.6247065694617261,478,7
259,2,823,3,0.5728913220246169,14,11
0,0,894,1,0.6259708118494672,970,31
2,2,913,3,0.6454860060212033,478,11
2,2,1072,3,0.6860947860207088,478,18
21,1,1089,2,0.4267540285357347,13,11
0,0,1160,1,0.638098538005789,970,24
1160,1,1202,2,0.4644420889526385,24,5
1089,2,1223,3,0.5310699095269669,11,10
1202,2,1512,3,0.4125782743432454,5,5
1,1,1854,2,0.6356633690563404,776,12
2,2,1986,3,0.6481409876200992,478,16
71,2,3202,3,0.5935397527361259,29,5
2,2,3299,3,0.6515481318548891,478,15
1,1,3316,2,0.655304398641907,776,25
2,2,3404,3,0.646312983699487,478,8
110,1,3600,2,0.5022497580555274,8,8
0,0,4116,1,0.6307462990312777,970,25
71,2,4275,3,0.6019584535601159,29,10
2,2,4347,3,0.643522819931937,478,20
1,1,4369,2,0.6225261487761735,776,15
2,2,4409,3,0.6611139389820739,478,11
2,2,4422,3,0.647034592085806,478,10
3316,2,4929,3,0.5984307509914111,25,12
4116,1,5009,2,0.4613364842133827,25,8
2,2,5045,3,0.6521177611128949,478,8
2,2,5209,3,0.6289471042483913,478,7
0,0,5265,1,0.6030805737523309,970,10
5265,1,5266,2,0.34808161485044264,10,5
0,0,5524,1,0.6391367622493852,970,24
48,2,6031,3,0.5460232479276425,13,8
2,2,6099,3,0.664409930595021,478,13
1,1,6310,2,0.6289752876105515,776,9
6310,2,6311,3,0.49873745656563834,9,9
2,2,6638,3,0.6435639905769751,478,11
1,1,6804,2,0.6397408087501074,776,11
3316,2,7067,3,0.5233527952785955,25,6
187,1,7327,2,0.5441086820774874,17,14
894,1,7546,2,0.5583886918179464,31,17
2,2,7725,3,0.6538082561426398,478,16
2,2,7749,3,0.6256840077713821,478,3
2,2,7791,3,0.6356012125825824,478,10
5524,1,7862,2,0.4231995519821959,24,5
2,2,8224,3,0.6415588700282638,478,10
1854,2,9187,3,0.4820017681652471,12,6
1,1,9488,2,0.6433474916642185,776,14
1,1,9622,2,0.6517743534234832,776,8
156,2,9661,3,0.5222153315759993,12,12
9488,2,9667,3,0.50998465319307,14,6
9622,2,10081,3,0.4810659009774142,8,2
7327,2,10207,3,0.5701778987846099,14,13
2,2,10233,3,0.6198041712070164,478,6
2,2,10261,3,0.6341266221867731,478,6
4369,2,10292,3,0.5216710205360999,15,10
187,1,10476,2,0.4049007600707193,17,3
10476,2,10477,3,0.34649131552780515,3,3
2,2,10802,3,0.6564134927420514,478,12
9488,2,10806,3,0.4842731968593227,14,4
195,1,10890,2,0.3611889899615904,11,6
2,2,10979,3,0.6308877015266374,478,7
2,2,10992,3,0.6254038606608944,478,8
7546,2,11213,3,0.5391931197999497,17,16
6804,2,11216,3,0.558454713744718,11,8
1160,1,11261,2,0.46313642178232933,24,5
1,1,11496,2,0.6369342588508137,776,14
1160,1,11574,2,0.5241036249376909,24,8
10890,2,11640,3,0.39367449363613705,6,5
2,2,11666,3,0.6419435483808821,478,8
2,2,11667,3,0.6259609085748601,478,7
5009,2,11692,3,0.5209615524246863,8,8
5524,1,11791,2,0.42599979930197857,24,10
11791,2,11792,3,0.5352144597217452,10,10
4116,1,12061,2,0.47464879824249945,25,16
12061,2,12062,3,0.5887250380776091,16,9
2,2,12109,3,0.6262984887311173,478,4
1,1,12210,2,0.6254287893228916,776,6
2,2,12229,3,0.6607458243602676,478,9
1,1,12230,2,0.6406103318414155,776,7
12230,2,12231,3,0.516289412829092,7,7
11261,2,12243,3,0.416265753733234,5,4
2,2,12386,3,0.6556229554547368,478,8
0,0,12401,1,0.6289051348829607,970,8
12401,1,12456,2,0.4100663811729922,8,2
11496,2,12468,3,0.5262074244281014,14,4
894,1,12519,2,0.5560343528753899,31,7
11574,2,12547,3,0.4089884698869711,8,2
11,2,12556,3,0.5270595440560734,10,5
12519,2,12644,3,0.48063591636907854,7,6
1,1,12658,2,0.6289299378250932,776,9
11,2,12669,3,0.43540625278171646,10,5
1,1,12693,2,0.6396601760927477,776,7
3316,2,12704,3,0.5065367353299187,25,7
0,0,12714,1,0.6288272455518904,970,10
12456,2,12856,3,0.3274468530811733,2,2
71,2,12864,3,0.5679794443320314,29,4
71,2,12985,3,0.6035670559424312,29,4
12061,2,12994,3,0.593314696350081,16,4
48,2,13027,3,0.475124526521163,13,3
6804,2,13028,3,0.43353053054177504,11,3
1,1,13049,2,0.6451728404404069,776,3
1854,2,13069,3,0.44334298170914616,12,6
12210,2,13086,3,0.40595759247363417,6,3
3600,2,13112,3,0.42131704960844096,8,1
12714,1,13183,2,0.44352561617385206,10,7
2,2,13290,3,0.622246576409774,478,5
7862,2,13361,3,0.42619338303200366,5,4
13049,2,13406,3,0.4328141060222825,3,3
1,1,13432,2,0.6330380613571991,776,9
13432,2,13435,3,0.5055732713742448,9,4
1,1,13496,2,0.6342700307548028,776,10
123,2,13556,3,0.5932037898411439,23,4
2,2,13563,3,0.6097778461810426,478,2
12658,2,13568,3,0.42439145683983504,9,7
12693,2,13589,3,0.49414018092356715,7,4
1,1,13597,2,0.6301572649549149,776,9
13597,2,13598,3,0.4542803936824784,9,9
894,1,13638,2,0.4695006147777005,31,3
5265,1,13664,2,0.04033377802639326,10,3
13664,2,13665,3,0.41767125939605915,3,3
2,2,13681,3,0.6171952582459395,478,5
5524,1,13693,2,0.32864596832766824,24,1
4369,2,13703,3,0.3785895511670433,15,2
4369,2,13709,3,0.390968200304156,15,2
13496,2,13711,3,0.4978466141226932,10,6
13183,2,13742,3,0.48043742623880775,7,7
13496,2,13751,3,0.42242069150692163,10,4
2,2,13753,3,0.6132525664458366,478,3
13638,2,13762,3,0.3274164649441381,3,2
11496,2,13770,3,0.5779185795436945,14,9
123,2,13778,3,0.5441924415562306,23,4
1,1,13787,2,0.6273187523468289,776,11
13787,2,13793,3,0.39747033306492624,11,2
9488,2,13805,3,0.42661638821889153,14,3
7546,2,13812,3,0.4907144760191732,17,1
71,2,13814,3,0.5692547572979089,29,6
5266,2,13840,3,0.4783917000656762,5,5
21,1,13848,2,0.3039099054314686,13,2
13848,2,13849,3,0.3312311708633997,2,2
0,0,13850,1,0.6080777081361017,970,9
13850,1,13851,2,0.2829002413074376,9,4
13851,2,13852,3,0.40228581815429754,4,4
13787,2,13853,3,0.39905930546952906,11,3
123,2,13857,3,0.5699354693630765,23,6
259,2,13867,3,0.5018802539769575,14,3
11496,2,13868,3,0.5419686382786393,14,1
12401,1,13872,2,0.3334920495114079,8,6
195,1,13878,2,0.4464652703067645,11,5
13693,2,13888,3,0.22183359057394875,1,1
13872,2,13893,3,0.39793687710060976,6,2
9488,2,13894,3,0.4157311066763437,14,1
13638,2,13903,3,0.26809844748749945,3,1
3600,2,13913,3,0.49853852777303476,8,4
12061,2,13920,3,0.5062253113622175,16,3
13850,1,13936,2,0.2540346462547442,9,4
5524,1,13945,2,0.40350771971422156,24,8
13945,2,13946,3,0.4858067387917645,8,7
13878,2,13951,3,0.3488217914346292,5,1
1160,1,13954,2,0.5064551465457557,24,3
12210,2,13958,3,0.36030317420450975,6,2
