parent_layer,child_layer,pair_count,avg_js_distance,std_js_distance,child_weighted_avg_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,62,0.6459843695257853,0.02264264032609451,0.6178757555685686,60140,970,0.1,0.05
1,2,252,0.599006280100756,0.07664848193071078,0.6283839695439043,18861,970,0.1,0.05
