eta,gamma,depth,alpha,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
0.1,0.05,3,0.1,175,194,194,194,16508,-98995.30047986245,402.14295606288476,402.14295606288476,1.0,3.0
