depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.1,0.1,0,4.889343246068956,0.0,1
3,0.05,0.1,0.1,1,4.404441109724742,0.6369696040285829,44
3,0.05,0.1,0.1,2,4.053253906205818,0.6292132071857109,186
