depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.01,0.1,0.1,0,4.9645439579452955,0.0,1
3,0.01,0.1,0.1,1,4.444373315390349,0.6072631106328108,43
3,0.01,0.1,0.1,2,4.21294007438553,0.6176609100658582,148
