parent_id,parent_layer,child_id,child_layer,js_distance,parent_doc_count,child_doc_count
0,0,1,1,0.4999199289254453,970,540
1,1,2,2,0.6192366799745659,540,229
0,0,5,1,0.6154985093857093,970,8
0,0,7,1,0.6306281504613896,970,10
1,1,9,2,0.6411648365481865,540,19
0,0,15,1,0.618039279568467,970,14
0,0,25,1,0.6184329787116183,970,4
1,1,38,2,0.646618638353385,540,14
1,1,41,2,0.6460249948647263,540,9
0,0,53,1,0.6315987962703422,970,14
0,0,59,1,0.613494797084778,970,15
0,0,61,1,0.6193471067762487,970,6
0,0,79,1,0.6250847712368023,970,21
1,1,87,2,0.6301736611213438,540,10
1,1,91,2,0.629927548370287,540,15
0,0,93,1,0.6116793170026162,970,6
0,0,99,1,0.5999654152487113,970,24
0,0,104,1,0.6147897887955593,970,19
93,1,132,2,0.4680282673859391,6,6
0,0,149,1,0.6273215396084435,970,18
0,0,179,1,0.6444208635741631,970,20
179,1,180,2,0.5867246772474088,20,11
0,0,190,1,0.6354661401544061,970,12
0,0,193,1,0.6136027302665026,970,13
1,1,202,2,0.6254849628787567,540,11
59,1,210,2,0.5410618618950211,15,9
1,1,219,2,0.614990380779148,540,10
1,1,252,2,0.6055371795289792,540,7
1,1,268,2,0.6560481396196661,540,11
1,1,298,2,0.6296131119187643,540,6
1,1,324,2,0.6076565520676253,540,9
0,0,489,1,0.6396351467754111,970,17
489,1,490,2,0.6003296649369702,17,15
1,1,510,2,0.6406979683623801,540,8
1,1,537,2,0.6335305279173575,540,9
1,1,562,2,0.6224184289564831,540,6
1,1,569,2,0.6110494046746134,540,8
99,1,591,2,0.5138678690574416,24,7
1,1,639,2,0.6231006634643856,540,7
1,1,659,2,0.6096631651664787,540,6
1,1,707,2,0.6368535062381244,540,9
1,1,777,2,0.6048939888425476,540,6
0,0,873,1,0.6162638995410142,970,11
1,1,989,2,0.5868674656263739,540,8
7,1,1001,2,0.5895123197371951,10,10
79,1,1081,2,0.5440242918231133,21,7
1,1,1106,2,0.6255019323864303,540,9
0,0,1135,1,0.624273168167748,970,9
1,1,1181,2,0.6400002104825006,540,10
0,0,1187,1,0.5860659965962691,970,6
5,1,1281,2,0.48712629491643256,8,5
1,1,1286,2,0.6424117067642832,540,19
0,0,1310,1,0.6358681987269154,970,18
1,1,1552,2,0.6156822240071168,540,6
1,1,1564,2,0.6262360797117765,540,7
0,0,1585,1,0.5997390725600287,970,6
0,0,1635,1,0.634934444884663,970,21
1,1,1692,2,0.6078549548586767,540,4
0,0,1707,1,0.6221978710040406,970,3
193,1,1840,2,0.5514487741713823,13,8
1,1,1846,2,0.6049517139407178,540,3
1310,1,1850,2,0.5169143866449307,18,7
0,0,1857,1,0.6265504361105945,970,13
179,1,1910,2,0.5446262390933262,20,6
99,1,1937,2,0.49788511887220205,24,6
1187,1,1946,2,0.3854643397272919,6,5
873,1,2122,2,0.5005840103905885,11,5
1,1,2153,2,0.6132106819445817,540,6
0,0,2191,1,0.6337477797981504,970,8
1635,1,2199,2,0.5459139762449932,21,7
0,0,2210,1,0.613402569956445,970,6
79,1,2229,2,0.5265882648320874,21,9
1,1,2236,2,0.5903594481556916,540,2
1,1,2255,2,0.6368889356197408,540,7
0,0,2395,1,0.6373998301006186,970,14
99,1,2447,2,0.5418932611798282,24,6
0,0,2622,1,0.6060777519062819,970,4
1,1,2688,2,0.6060636435667809,540,4
59,1,2705,2,0.4942747643350317,15,3
1857,1,2738,2,0.5076364719176477,13,8
0,0,2786,1,0.6458306161371813,970,11
0,0,2857,1,0.6030841254097599,970,6
2857,1,2858,2,0.5033213219004312,6,6
0,0,2865,1,0.6242878720975482,970,13
2865,1,2866,2,0.512442909252938,13,7
104,1,2975,2,0.5054265311788995,19,6
0,0,3005,1,0.6282487716597193,970,6
1,1,3019,2,0.6141907614374129,540,6
1135,1,3085,2,0.5276100268829707,9,9
15,1,3091,2,0.5508979629812552,14,7
1585,1,3105,2,0.41594827395212813,6,4
0,0,3129,1,0.6227614026438206,970,5
1635,1,3183,2,0.5888733857454729,21,8
79,1,3192,2,0.4709930014293824,21,4
0,0,3205,1,0.6270748848639988,970,10
3205,1,3216,2,0.5019520438615425,10,5
873,1,3235,2,0.46272374476723144,11,6
0,0,3248,1,0.6112528304970772,970,9
190,1,3276,2,0.5277263394548147,12,6
2395,1,3366,2,0.5751402329235112,14,7
0,0,3367,1,0.6348699789790645,970,9
3005,1,3390,2,0.4658908922118129,6,6
3367,1,3393,2,0.4802898329679065,9,5
53,1,3397,2,0.457936916377713,14,2
0,0,3410,1,0.6271919529697297,970,5
99,1,3419,2,0.4547854686783565,24,2
53,1,3435,2,0.46602262554093316,14,5
1,1,3453,2,0.6053236569805178,540,3
1,1,3464,2,0.6233794530301617,540,9
3248,1,3493,2,0.45627666347988455,9,5
3129,1,3497,2,0.5374602182526794,5,5
61,1,3498,2,0.4890034897712982,6,6
3410,1,3532,2,0.4583510403077431,5,4
53,1,3542,2,0.5549190255832877,14,3
3205,1,3559,2,0.516631183111039,10,4
190,1,3561,2,0.5300933177435149,12,3
179,1,3562,2,0.5478828952155256,20,3
2395,1,3566,2,0.5695147235686443,14,5
489,1,3569,2,0.5204938754006977,17,2
0,0,3588,1,0.6148065578588916,970,7
1,1,3612,2,0.6220065014154372,540,5
0,0,3626,1,0.5855298967515145,970,5
