iteration,total_paths,total_documents,log_likelihood,changed_docs_count,newly_created_paths,avg_path_size,max_path_size,min_path_size
0,1,970,-546031.9077972794,0,0,970.0,970,970
1,48,970,-519536.3635743705,154,47,20.208333333333332,816,1
2,82,970,-509520.0850197375,172,43,11.829268292682928,790,1
3,89,970,-504806.09715647815,168,34,10.898876404494382,776,1
4,91,970,-501340.8183309374,160,32,10.659340659340659,766,1
5,105,970,-496702.84115470294,178,43,9.238095238095237,741,1
6,100,970,-494300.98909681075,165,37,9.7,729,1
7,101,970,-492313.6396561522,164,31,9.603960396039604,708,1
8,104,970,-489812.49783461593,172,32,9.326923076923077,695,1
9,113,970,-487337.6174851329,198,36,8.584070796460177,676,1
10,106,970,-486237.35173612647,199,24,9.150943396226415,667,1
11,98,970,-486443.24236044264,179,26,9.89795918367347,662,1
12,102,970,-483292.19362583704,199,23,9.509803921568627,639,1
13,103,970,-483865.7891823135,206,19,9.41747572815534,637,1
14,109,970,-483170.2110595866,210,26,8.899082568807339,637,1
15,113,970,-482818.5766223016,216,28,8.584070796460177,632,1
16,121,970,-480688.9912380061,219,29,8.016528925619834,616,1
17,113,970,-480311.2058138997,214,30,8.584070796460177,610,1
18,119,970,-480818.1348207526,213,34,8.15126050420168,594,1
19,116,970,-479740.72107762337,219,26,8.362068965517242,588,1
20,119,970,-478231.41052853357,223,29,8.15126050420168,571,1
21,113,970,-479449.5867980154,257,20,8.584070796460177,582,1
22,113,970,-477702.5988093767,243,26,8.584070796460177,570,1
23,114,970,-477245.83742221474,240,24,8.508771929824562,562,1
24,116,970,-477549.455255713,235,30,8.362068965517242,559,1
25,112,970,-477550.49428148195,230,21,8.660714285714286,554,1
26,123,970,-477042.0534337158,244,31,7.8861788617886175,539,1
27,121,970,-475790.91392887756,247,21,8.016528925619834,529,1
28,116,970,-476600.6210768512,242,22,8.362068965517242,538,1
29,114,970,-476421.54396935634,232,19,8.508771929824562,526,1
30,115,970,-477342.30473368877,256,21,8.434782608695652,518,1
31,117,970,-474954.5716074144,242,24,8.290598290598291,509,1
32,121,970,-475522.8399061175,237,27,8.016528925619834,502,1
33,114,970,-474830.3406431508,240,23,8.508771929824562,492,1
34,112,970,-473847.4144200536,240,23,8.660714285714286,485,1
35,118,970,-474045.4601952281,232,22,8.220338983050848,479,1
36,121,970,-474108.52912472514,245,23,8.016528925619834,482,1
37,122,970,-473038.020645786,252,23,7.950819672131147,478,1
38,130,970,-472552.3251958936,248,31,7.461538461538462,464,1
39,125,970,-472641.675539624,244,22,7.76,474,1
40,125,970,-471884.7248331352,248,19,7.76,469,1
41,132,970,-472057.5119565987,258,29,7.348484848484849,462,1
42,134,970,-471055.6412545978,260,28,7.2388059701492535,464,1
43,125,970,-471823.9576876903,251,17,7.76,463,1
44,129,970,-471909.7266520111,264,23,7.51937984496124,452,1
45,131,970,-470334.84485372045,265,25,7.404580152671755,453,1
46,140,970,-469141.4796443219,265,31,6.928571428571429,444,1
47,139,970,-468760.0123016399,263,29,6.9784172661870505,434,1
48,143,970,-469492.1349665705,255,29,6.783216783216783,446,1
49,138,970,-468440.7382544449,256,22,7.028985507246377,429,1
50,139,970,-469032.183541856,261,23,6.9784172661870505,425,1
51,135,970,-468419.3520996667,275,24,7.185185185185185,412,1
52,132,970,-467759.088910576,273,23,7.348484848484849,405,1
53,133,970,-467328.7780513349,268,20,7.293233082706767,403,1
54,138,970,-468297.4135481743,263,26,7.028985507246377,398,1
55,137,970,-466680.8859110086,276,20,7.08029197080292,405,1
56,134,970,-467379.6941886508,273,22,7.2388059701492535,398,1
57,135,970,-467549.3897080259,262,22,7.185185185185185,407,1
58,132,970,-466654.42113092187,254,22,7.348484848484849,391,1
59,136,970,-466088.8460750225,260,28,7.132352941176471,394,1
60,139,970,-466947.7219712746,254,24,6.9784172661870505,397,1
61,138,970,-465563.125027253,244,23,7.028985507246377,397,1
62,140,970,-464978.3716472745,252,29,6.928571428571429,389,1
63,148,970,-465023.98324153956,246,36,6.554054054054054,393,1
64,142,970,-466616.0173701855,272,25,6.830985915492958,387,1
65,135,970,-464346.57758985605,270,18,7.185185185185185,372,1
66,132,970,-465785.85015351744,265,17,7.348484848484849,369,1
67,135,970,-464029.27110444993,257,22,7.185185185185185,363,1
68,138,970,-464047.22479483264,258,23,7.028985507246377,376,1
69,137,970,-463212.4760277851,243,22,7.08029197080292,373,1
70,130,970,-463751.0944254146,251,17,7.461538461538462,365,1
71,140,970,-463775.4452508954,254,30,6.928571428571429,366,1
72,133,970,-463554.0050909747,246,17,7.293233082706767,353,1
73,141,970,-463280.20934580755,261,25,6.879432624113475,354,1
74,136,970,-463124.65188006137,267,20,7.132352941176471,347,1
75,129,970,-463623.091640046,245,18,7.51937984496124,354,1
76,137,970,-462501.9425974807,233,28,7.08029197080292,347,1
77,140,970,-462127.17787133175,253,31,6.928571428571429,344,1
78,146,970,-462148.1435090458,255,32,6.6438356164383565,347,1
79,149,970,-462202.88501313224,248,34,6.510067114093959,352,1
80,140,970,-462156.0078737386,265,18,6.928571428571429,341,1
81,141,970,-461565.13256252103,253,24,6.879432624113475,336,1
82,136,970,-462090.98225019965,253,19,7.132352941176471,342,1
83,137,970,-462035.2420829973,230,22,7.08029197080292,339,1
84,139,970,-460193.7119371192,243,25,6.9784172661870505,331,1
85,141,970,-461634.3701150973,248,27,6.879432624113475,341,1
86,137,970,-461030.46954411856,240,17,7.08029197080292,326,1
87,136,970,-460499.3121058002,232,17,7.132352941176471,329,1
88,130,970,-460863.28221881157,237,14,7.461538461538462,324,1
89,134,970,-460538.41103064344,237,22,7.2388059701492535,321,1
90,143,970,-460338.07863298024,232,25,6.783216783216783,320,1
91,142,970,-459980.57378781727,233,19,6.830985915492958,324,1
92,146,970,-458620.08196543145,236,23,6.6438356164383565,312,1
93,145,970,-459946.8339144522,223,23,6.689655172413793,322,1
94,148,970,-456675.60289493034,256,23,6.554054054054054,299,1
95,146,970,-458498.8320622473,258,16,6.6438356164383565,303,1
96,138,970,-458163.8136034173,245,19,7.028985507246377,304,1
97,139,970,-458177.3772569629,223,18,6.9784172661870505,304,1
98,144,970,-457214.37584488245,233,27,6.736111111111111,295,1
99,142,970,-458152.1208859898,223,19,6.830985915492958,296,1
100,149,970,-458000.39110968873,231,29,6.510067114093959,294,1
101,144,970,-457371.89112331154,244,20,6.736111111111111,288,1
102,153,970,-456762.3052050664,250,25,6.339869281045751,287,1
103,151,970,-455192.51746708085,242,21,6.423841059602649,280,1
104,145,970,-455963.57855482603,242,19,6.689655172413793,279,1
105,146,970,-456400.5436387056,252,17,6.6438356164383565,284,1
106,149,970,-456314.6902170964,243,20,6.510067114093959,288,1
107,157,970,-455753.62719708873,240,29,6.178343949044586,286,1
108,148,970,-455940.49936999107,259,18,6.554054054054054,282,1
109,147,970,-455791.5134641785,252,18,6.598639455782313,283,1
110,149,970,-455598.1659176604,243,24,6.510067114093959,285,1
111,144,970,-457000.4517658777,239,18,6.736111111111111,280,1
112,144,970,-456165.16901991836,248,16,6.736111111111111,275,1
113,140,970,-455760.96073415707,241,17,6.928571428571429,277,1
114,141,970,-454844.8602748854,236,21,6.879432624113475,273,1
115,148,970,-455040.0039646933,232,24,6.554054054054054,275,1
116,149,970,-454753.8533097087,228,21,6.510067114093959,268,1
117,143,970,-455205.6024610056,238,17,6.783216783216783,267,1
118,144,970,-454615.2779195165,232,24,6.736111111111111,261,1
119,151,970,-454830.6025177022,227,32,6.423841059602649,270,1
120,140,970,-454754.43347262545,233,18,6.928571428571429,263,1
121,146,970,-455055.86389176996,241,19,6.6438356164383565,258,1
122,146,970,-454255.51327674,224,21,6.6438356164383565,259,1
123,151,970,-455056.7303690128,232,22,6.423841059602649,265,1
124,149,970,-454289.99265223194,243,24,6.510067114093959,258,1
125,147,970,-454274.807952551,231,18,6.598639455782313,254,1
126,146,970,-454317.97883589723,235,22,6.6438356164383565,258,1
127,149,970,-454237.6025290913,237,24,6.510067114093959,252,1
128,144,970,-455317.3132491881,235,16,6.736111111111111,254,1
129,143,970,-454313.31518912065,240,25,6.783216783216783,245,1
130,151,970,-453620.56622577464,251,30,6.423841059602649,251,1
131,147,970,-453690.78831225383,235,24,6.598639455782313,247,1
132,148,970,-454363.38804065244,242,23,6.554054054054054,252,1
133,147,970,-454169.8314232847,245,21,6.598639455782313,252,1
134,149,970,-453886.7541261993,243,25,6.510067114093959,248,1
135,149,970,-453751.1874150942,242,22,6.510067114093959,248,1
136,158,970,-453450.21255778143,232,26,6.139240506329114,247,1
