layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy
0,1,0,0,0.0,0.0,970,4.9722777590857525
1,43,903,903,416.3346629318135,0.46105721254907367,970,5.207130726974858
2,148,10878,10878,5510.5813744497045,0.5065803800744351,970,5.097136461742643
