layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy
0,1,0,0,0.0,0.0,970,4.941679539804908
1,46,1035,1035,495.46624763652335,0.4787113503734525,970,5.202536961589563
2,149,11026,11026,5455.612897059096,0.4947952926772262,970,5.086456877824055
