depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.001,0.1,0.1,0,4.927324638162812,0.0,1
3,0.001,0.1,0.1,1,4.687321857227563,0.5981105070138986,41
3,0.001,0.1,0.1,2,4.441064542842606,0.6057383707056548,136
