parent_layer,child_layer,parent_node_id,child_node_id,js_distance,parent_doc_count,child_doc_count,alpha,eta_used
0,1,0,1,0.42828990284846036,970,360,0.01,0.05
0,1,0,98,0.6203547759123215,970,12,0.01,0.05
0,1,0,474,0.6504586904888946,970,16,0.01,0.05
0,1,0,3137,0.6303698645879084,970,15,0.01,0.05
0,1,0,4752,0.6137632104882732,970,10,0.01,0.05
0,1,0,81,0.6786850431829884,970,25,0.01,0.05
0,1,0,938,0.6211949348015301,970,10,0.01,0.05
0,1,0,5559,0.6127844291668896,970,5,0.01,0.05
0,1,0,2552,0.6151635210557987,970,17,0.01,0.05
0,1,0,4409,0.6285915291731387,970,15,0.01,0.05
0,1,0,5977,0.6492320610885323,970,12,0.01,0.05
0,1,0,5116,0.6243417014328103,970,11,0.01,0.05
0,1,0,215,0.6326826417260283,970,5,0.01,0.05
0,1,0,9675,0.6242020296286805,970,4,0.01,0.05
0,1,0,2208,0.6597239368586181,970,18,0.01,0.05
0,1,0,4642,0.6557265801666797,970,21,0.01,0.05
0,1,0,720,0.6261274123723174,970,5,0.01,0.05
0,1,0,6276,0.6023406193302344,970,9,0.01,0.05
0,1,0,9990,0.6011928687368165,970,7,0.01,0.05
0,1,0,142,0.5997509358619885,970,11,0.01,0.05
0,1,0,261,0.6115539895150217,970,15,0.01,0.05
0,1,0,10662,0.6178309126734398,970,13,0.01,0.05
0,1,0,10457,0.6254568250948565,970,9,0.01,0.05
0,1,0,10120,0.648130256481879,970,13,0.01,0.05
0,1,0,11207,0.6072138689908211,970,4,0.01,0.05
0,1,0,983,0.6075024103189859,970,7,0.01,0.05
0,1,0,825,0.6343135580381426,970,11,0.01,0.05
0,1,0,1840,0.6330713072041455,970,15,0.01,0.05
0,1,0,8243,0.6056322178789157,970,18,0.01,0.05
0,1,0,11286,0.6147527854215609,970,4,0.01,0.05
0,1,0,9857,0.6505408454940539,970,11,0.01,0.05
0,1,0,8,0.6259239601517573,970,17,0.01,0.05
0,1,0,12279,0.6209952893461327,970,16,0.01,0.05
0,1,0,9831,0.6324872141331366,970,11,0.01,0.05
0,1,0,947,0.6601233524744669,970,9,0.01,0.05
0,1,0,7281,0.6363393660528986,970,12,0.01,0.05
0,1,0,13000,0.6122364718077483,970,4,0.01,0.05
0,1,0,11321,0.6329021238885534,970,13,0.01,0.05
0,1,0,7672,0.631316964790548,970,11,0.01,0.05
0,1,0,1445,0.6792462056508592,970,18,0.01,0.05
0,1,0,9559,0.625348799725114,970,4,0.01,0.05
0,1,0,10862,0.6508924163620037,970,6,0.01,0.05
0,1,0,3393,0.6298202755969762,970,5,0.01,0.05
0,1,0,13549,0.6435469612493048,970,6,0.01,0.05
0,1,0,11041,0.6218062117792373,970,3,0.01,0.05
0,1,0,12181,0.615075365378369,970,7,0.01,0.05
0,1,0,135,0.5945739307021395,970,9,0.01,0.05
0,1,0,384,0.6323088065617404,970,9,0.01,0.05
0,1,0,8864,0.6487001815040755,970,11,0.01,0.05
0,1,0,12932,0.6073735987005998,970,5,0.01,0.05
0,1,0,3058,0.6265822073892101,970,5,0.01,0.05
0,1,0,13322,0.6277908568068742,970,10,0.01,0.05
0,1,0,17,0.6176014073888039,970,6,0.01,0.05
0,1,0,1762,0.6123449496583002,970,4,0.01,0.05
0,1,0,12521,0.6260471640354862,970,10,0.01,0.05
0,1,0,2881,0.6503103353094829,970,6,0.01,0.05
0,1,0,114,0.637412925314494,970,9,0.01,0.05
0,1,0,13754,0.5691200971600897,970,4,0.01,0.05
0,1,0,10522,0.6511291794258051,970,8,0.01,0.05
0,1,0,13279,0.6096786431679422,970,3,0.01,0.05
0,1,0,1287,0.6493599464674171,970,9,0.01,0.05
0,1,0,9082,0.5975681985936144,970,2,0.01,0.05
