node_id,renyi_entropy_corrected,nonzero_word_count,total_vocabulary_size,sparsity_ratio,eta_used,alpha_folder,renyi_alpha,iteration,document_count,layer,parent_id,child_ids,child_count
0,5.025463126276941,829,1490,0.5563758389261745,0.05,0.01,2.0,285,970,0,,"[1,98,474,3137,4752,81,938,5559,2552,4409,5977,5116,215,9675,2208,4642,720,6276,9990,142,261,10662,10457,10120,11207,983,825,1840,8243,11286,9857,8,12279,9831,947,7281,13000,11321,7672,1445,9559,10862,3393,13549,11041,12181,135,384,8864,12932,3058,13322,17,1762,12521,2881,114,13754,10522,13279,1287,9082,13692,269,14022]",65
1,5.216530108467435,645,1490,0.4328859060402684,0.05,0.01,2.0,285,360,1,0.0,"[2,4,84,128,172,177,278,418,835,1267,1420,1620,1744,5785,6384,6567,6568,7391,8793,9673,10124,10856,11399,12387,12604,12753,12819,13016,13060,13090,13112,13293,13347,13605,13725,13888,13926,13947,13975,13984,13998,14006,14072,14079,14082,14088,14091,14102]",48
2,5.286565110724384,680,1490,0.4563758389261745,0.05,0.01,2.0,285,150,2,1.0,,0
4,4.723679246909899,70,1490,0.046979865771812,0.05,0.01,2.0,285,2,2,1.0,,0
8,4.362683563009428,50,1490,0.0335570469798657,0.05,0.01,2.0,285,17,1,0.0,"[12516,13458,13644,14014,14069]",5
17,5.12468227958654,29,1490,0.0194630872483221,0.05,0.01,2.0,285,6,1,0.0,"[13834,14067,14097]",3
81,4.472405209596696,141,1490,0.0946308724832214,0.05,0.01,2.0,285,25,1,0.0,"[4811,11457,13171,13422,13778,14089]",6
84,4.573857822438272,75,1490,0.0503355704697986,0.05,0.01,2.0,285,3,2,1.0,,0
98,4.633548966719779,24,1490,0.0161073825503355,0.05,0.01,2.0,285,12,1,0.0,"[885,13258,13831]",3
114,4.4224423303249525,55,1490,0.0369127516778523,0.05,0.01,2.0,285,9,1,0.0,"[13870,13919,14031,14073]",4
128,4.537430181080131,52,1490,0.0348993288590604,0.05,0.01,2.0,285,2,2,1.0,,0
135,5.361130450763186,16,1490,0.010738255033557,0.05,0.01,2.0,285,9,1,0.0,"[13687,13822,14011,14016,14047]",5
142,5.140144725522804,26,1490,0.0174496644295302,0.05,0.01,2.0,285,11,1,0.0,"[11325,13991,14028,14093]",4
172,4.447891581248059,127,1490,0.085234899328859,0.05,0.01,2.0,285,13,2,1.0,,0
177,4.5890798421007855,80,1490,0.0536912751677852,0.05,0.01,2.0,285,5,2,1.0,,0
215,4.4743756766391884,57,1490,0.0382550335570469,0.05,0.01,2.0,285,5,1,0.0,"[9367,14044]",2
261,5.102566433092467,31,1490,0.0208053691275167,0.05,0.01,2.0,285,15,1,0.0,"[11439,13635,13899,14094]",4
269,4.2896752501172575,51,1490,0.034228187919463,0.05,0.01,2.0,285,3,1,0.0,[14043],1
278,3.9570478783343583,79,1490,0.0530201342281879,0.05,0.01,2.0,285,6,2,1.0,,0
384,4.715244811044054,67,1490,0.0449664429530201,0.05,0.01,2.0,285,9,1,0.0,"[13690,13704,13924]",3
418,3.929218654073691,92,1490,0.061744966442953,0.05,0.01,2.0,285,13,2,1.0,,0
474,4.583448886169955,67,1490,0.0449664429530201,0.05,0.01,2.0,285,16,1,0.0,"[937,1707]",2
720,4.455732272556874,39,1490,0.0261744966442953,0.05,0.01,2.0,285,5,1,0.0,"[10192,13944]",2
825,4.681297336446948,54,1490,0.036241610738255,0.05,0.01,2.0,285,11,1,0.0,"[11844,13038,14085]",3
835,4.375043713095141,90,1490,0.0604026845637583,0.05,0.01,2.0,285,5,2,1.0,,0
885,3.6994906341823657,64,1490,0.0429530201342281,0.05,0.01,2.0,285,3,2,98.0,,0
937,4.774045898589646,177,1490,0.1187919463087248,0.05,0.01,2.0,285,8,2,474.0,,0
938,4.507758587761777,36,1490,0.0241610738255033,0.05,0.01,2.0,285,10,1,0.0,[4957],1
947,4.486731650075372,93,1490,0.0624161073825503,0.05,0.01,2.0,285,9,1,0.0,"[12904,13466]",2
