parent_layer,child_layer,pair_count,simple_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,65,0.6236168462297709,0.0318551285435168,0.6258410522814369,0.42828990284846036,0.6792462056508592,63050,970,0.01,0.05
1,2,246,0.5657328971367286,0.07247763146889072,0.5710804915448852,0.3007278041378612,0.6828661664452478,19483,970,0.01,0.05
