depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.05,0.01,0,5.022016415576159,0.0,1
3,0.05,0.05,0.01,1,4.009098614197189,0.6438127641391493,65
3,0.05,0.05,0.01,2,3.794051309564194,0.6451256727573556,246
