layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,alpha,eta,gamma,depth
0,1,970,970.0,0.013885924146951546,0.48573015805465874,-0.5928362112121615,0.013885924146951546,0.48573015805465874,-0.5928362112121615,,,,5,0.01,0.05,0.05,3
1,65,970,14.923076923076923,0.010410218121315196,0.516547911198172,-2.045575632743072,0.030763172956397456,0.5204522849196168,-2.7271326682849066,0.14871048557374933,0.12295941996247259,1.561503532789728,5,0.01,0.05,0.05,3
2,246,970,3.9430894308943087,0.06106059209170107,0.5420429738607478,-2.5839547717943914,0.06421077172922773,0.5567264558643272,-2.71895582957445,0.1243650352026025,0.15226056809185,1.6451950774005566,5,0.01,0.05,0.05,3
