node_id,renyi_entropy_corrected,nonzero_word_count,total_vocabulary_size,sparsity_ratio,eta_used,alpha_folder,renyi_alpha,iteration,document_count,layer,parent_id,child_ids,child_count
0,5.014692897803571,796,1490,0.5342281879194631,0.05,0.01,2.0,285,970,0,,"[1,3,505,1958,4259,806,6813,4655,962,197,834,3898,121,10692,226,10157,1353,66,3063,2488,10317,11770,1242,10497,12276,8395,242,8337,4976,12477,28,12622,13057,12161,8703,7823,573,12371,12568,12784,7911,9285,8123,456,6907,13723,1012,678,9261,2932,1060,2582,610,13957,9105,13989,614,4842,14045,12535,12643,13899,14058,10711,11825,12864]",66
1,5.009170742557825,743,1490,0.4986577181208054,0.05,0.01,2.0,285,427,1,0.0,"[2,7,23,143,156,211,359,377,530,1156,1312,1662,2084,2357,4478,5443,5621,5710,6020,6400,7281,7442,7673,7966,9147,9883,9978,10220,10543,11547,11858,11909,11995,12369,12465,12753,12978,13072,13282,13411,13426,13476,13588,13753,13902,13927,13970,13982,14020,14048,14052,14103,14125,14130,14138,14184,14208,14214]",58
2,5.463329415165579,618,1490,0.4147651006711409,0.05,0.01,2.0,285,108,2,1.0,,0
3,4.567875528511319,72,1490,0.0483221476510067,0.05,0.01,2.0,285,13,1,0.0,"[772,13440,14192,14198]",4
7,4.032135026745312,123,1490,0.0825503355704698,0.05,0.01,2.0,285,13,2,1.0,,0
23,4.591006240504902,59,1490,0.0395973154362416,0.05,0.01,2.0,285,4,2,1.0,,0
28,4.183042201345608,102,1490,0.0684563758389261,0.05,0.01,2.0,285,13,1,0.0,"[12904,13987,14168]",3
66,4.977798591845015,39,1490,0.0261744966442953,0.05,0.01,2.0,285,15,1,0.0,"[11353,14027,14152,14183,14195,14200]",6
121,4.52043650495914,100,1490,0.0671140939597315,0.05,0.01,2.0,285,6,1,0.0,"[10373,14207]",2
143,4.260918292427685,155,1490,0.1040268456375839,0.05,0.01,2.0,285,14,2,1.0,,0
156,3.792825094938988,127,1490,0.085234899328859,0.05,0.01,2.0,285,11,2,1.0,,0
