parent_layer,child_layer,pair_count,simple_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,66,0.6295732736842008,0.04032284369755137,0.6338675046299611,0.3526815190020862,0.6750529248609849,64020,970,0.01,0.05
1,2,229,0.578367269183556,0.06647394929709655,0.5793271593609488,0.2956100176559385,0.6864576654099995,26399,970,0.01,0.05
