layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,alpha,eta,gamma,depth
0,1,970,970.0,-0.001304814325548797,0.4947950240613893,-0.5686008135466442,-0.001304814325548797,0.4947950240613893,-0.5686008135466442,,,,5,0.01,0.05,0.05,3
1,66,970,14.696969696969697,0.04857189985586861,0.5431510624824568,-1.773003041395651,0.06364617028133601,0.5488326276011187,-2.687474255580818,0.11667702428629975,0.12988747340473125,1.5287706996813937,5,0.01,0.05,0.05,3
2,229,970,4.235807860262009,0.05371867816293788,0.5631866647597232,-2.6928597526687525,0.04367605647965763,0.5511358202976294,-2.829818021239892,0.14136413573772552,0.1490032096574163,1.7583826332316512,5,0.01,0.05,0.05,3
