layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,eta,gamma,depth,alpha
0,1,970,970.0,-0.009965338949301725,0.49937489859630235,-0.7533995898975998,-0.009965338949301725,0.49937489859630235,-0.7533995898975998,,,,5,0.1,0.05,3,0.1
1,40,970,24.25,0.09670911520750872,0.6060806229283514,-1.4212568873973899,0.07343797471425376,0.5861502648234832,-2.1741733857340746,0.11643321076021683,0.08908146235679608,0.9091655613649092,5,0.1,0.05,3,0.1
2,164,970,5.914634146341464,0.07296098203633868,0.5559316120945254,-2.523971000009054,0.0642154078630153,0.5682966899317541,-2.792549411386124,0.1282971686819133,0.1571662266573864,1.904053002873371,5,0.1,0.05,3,0.1
