total_nodes,total_layers,total_branches,global_avg_branching,global_std_branching,global_max_branching,global_total_documents,global_gini_doc_distribution,global_gini_branch_distribution
205,3,204,4.975609756097561,8.385492131457406,43,2910,0.7307317073170733,0.49928263988522237
