layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,eta,gamma,depth,alpha
0,1,970,970.0,0.01038051321224059,0.4625898105287721,-0.6937738711957798,0.01038051321224059,0.4625898105287721,-0.6937738711957798,,,,10,0.1,0.05,3,0.1
1,40,970,24.25,0.01054904177551838,0.47036389898285613,-1.8856590297215892,-0.022790625722912423,0.4539115689514208,-3.0207986969534018,0.0966733376916088,0.11617251259753424,1.349700245226024,10,0.1,0.05,3,0.1
2,164,970,5.914634146341464,-0.0054787661726465025,0.4408493139689583,-3.0843490323033755,-0.018374353933976482,0.470687282247651,-3.366206187041156,0.10036340718187244,0.1609245029318889,1.5806440532357895,10,0.1,0.05,3,0.1
