layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy,eta_used
0,1,0,0,0.0,0.0,970,4.940078489697575,0.1
1,40,780,780,371.8905532998107,0.4767827606407829,970,5.133359768358894,0.1
2,164,13366,13366,6717.617492526564,0.5025899665215146,970,5.0339601119760005,0.1
