layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy,eta_used
0,1,0,0,0.0,0.0,970,5.441332328041042,0.005
1,85,3570,3570,2645.1575602220137,0.7409404930593876,970,3.552968915368764,0.005
2,352,61776,61776,46267.381192302964,0.7489539820043862,970,3.0082652176066675,0.005
