layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,eta,gamma,depth,alpha
0,1,970,970.0,0.005133950278135126,0.5174253898850809,-0.57009880163444,0.005133950278135126,0.5174253898850809,-0.57009880163444,,,,5,0.005,0.05,3,0.1
1,85,970,11.411764705882353,0.06314632665308774,0.5840730876532995,-1.9246762956073702,0.01591222837320268,0.5426866479424758,-2.8307330493559744,0.15514827655587002,0.1346205627651203,1.5317489819291954,5,0.005,0.05,3,0.1
2,352,970,2.7556818181818183,0.06538205178702734,0.5719562381886922,-2.5298615239636217,0.05401435345311422,0.5725968324616569,-2.6929909494465964,0.14730122061152176,0.14690066887230246,1.4910473932338604,5,0.005,0.05,3,0.1
