depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.001,0.1,0.1,0,4.969383174,0,1
3,0.001,0.1,0.1,1,4.154014656,0.627993073414195,38
3,0.001,0.1,0.1,2,4.273674059,0.6089980374809958,139
