depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
4,0.05,0.1,0.1,0,4.811612850690558,0.0,1
4,0.05,0.1,0.1,1,4.4505591105703655,0.5992070855683712,16
4,0.05,0.1,0.1,2,3.835171144004269,0.6579012136574776,69
4,0.05,0.1,0.1,3,3.906343293456367,0.6417648413017847,181
