eta,gamma,depth,alpha,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
0.2,0.05,3,0.1,375,194,194,194,16508,-101085.67428841886,456.4300986944753,456.4300986944753,1.0,3.0
