layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy,eta_used
0,1,0,0,0.0,0.0,970,4.872568285161621,0.2
1,29,406,406,174.00334334074796,0.42857966340085707,970,5.245634913598966,0.2
2,127,8001,8001,3221.0109750355027,0.40257604987320367,970,5.4722782918338515,0.2
