record_time,len_stable_docs,jaccard_mean,jaccard_std,ratio_mean,ratio_std,jaccard_list,ratio_list
0,"[554, 556, 570, 576, 568, 568, 560, 552, 553, 543, 548, 552, 549, 548, 554, 556, 560, 554, 569, 555, 555]",0.9363107144313446,0.008001394135989288,0.20000000000000004,2.7755575615628914e-17,"[0.9337979094076655, 0.9447322970639033, 0.9423728813559322, 0.9455782312925171, 0.9418803418803419, 0.9414802065404475, 0.9440559440559441, 0.9284467713787086, 0.9194395796847635, 0.9275618374558304, 0.9434628975265018, 0.9315789473684211, 0.9415929203539823, 0.9299474605954466, 0.9439579684763573, 0.9241379310344827, 0.9306759098786829, 0.9328743545611016, 0.9312714776632303, 0.9473684210526315]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
1,"[555, 557, 554, 560, 554, 557, 560, 551, 549, 554, 560, 565, 556, 564, 573, 567, 567, 570, 567, 562, 565]",0.9391294804213486,0.011162780581982279,0.20000000000000004,2.7755575615628914e-17,"[0.9272097053726169, 0.9423076923076923, 0.9543859649122807, 0.9306759098786829, 0.925476603119584, 0.9358752166377816, 0.9423076923076923, 0.9572953736654805, 0.9182608695652174, 0.9509632224168126, 0.9329896907216495, 0.9294320137693631, 0.9243986254295533, 0.9502572898799314, 0.9387755102040817, 0.9384615384615385, 0.9569707401032702, 0.9502572898799314, 0.9398625429553265, 0.936426116838488]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[565, 570, 577, 573, 574, 563, 550, 556, 558, 548, 549, 553, 553, 556, 558, 552, 541, 541, 526, 532, 538]",0.9356348215740014,0.00943796921547941,0.20000000000000004,2.7755575615628914e-17,"[0.9468267581475128, 0.9375, 0.9458544839255499, 0.9407783417935702, 0.9502572898799314, 0.9189655172413793, 0.9335664335664335, 0.9306759098786829, 0.9201388888888888, 0.9415929203539823, 0.9265734265734266, 0.926829268292683, 0.9320557491289199, 0.9475524475524476, 0.9337979094076655, 0.927689594356261, 0.9252669039145908, 0.9506398537477148, 0.9377289377289377, 0.9384057971014492]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
3,"[538, 541, 551, 556, 545, 550, 543, 549, 551, 563, 575, 576, 571, 566, 565, 562, 559, 564, 555, 557, 538]",0.9361630284742388,0.010112430025355069,0.20000000000000004,2.7755575615628914e-17,"[0.9547101449275363, 0.9396092362344582, 0.945518453427065, 0.9417989417989417, 0.9414893617021277, 0.9345132743362832, 0.946524064171123, 0.9469026548672567, 0.9373913043478261, 0.9288135593220339, 0.9442567567567568, 0.924496644295302, 0.9141414141414141, 0.9333333333333333, 0.9297945205479452, 0.9394463667820069, 0.9362068965517242, 0.9427083333333334, 0.9205526770293609, 0.9210526315789473]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
4,"[538, 547, 549, 542, 544, 548, 558, 571, 571, 587, 584, 581, 587, 588, 587, 586, 579, 588, 584, 592, 586]",0.9430496972493951,0.008382416732021327,0.20000000000000004,2.7755575615628914e-17,"[0.9306049822064056, 0.9295774647887324, 0.9516994633273703, 0.946236559139785, 0.946524064171123, 0.9335664335664335, 0.9398625429553265, 0.9521367521367521, 0.9332220367278798, 0.9451827242524917, 0.9449081803005008, 0.9401993355481728, 0.9389438943894389, 0.9518272425249169, 0.9292763157894737, 0.957983193277311, 0.945, 0.9500831946755408, 0.9405940594059405, 0.9535655058043118]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
5,"[586, 587, 587, 585, 589, 591, 597, 591, 596, 588, 586, 582, 572, 583, 591, 593, 585, 584, 584, 578, 590]",0.9439044991942372,0.009686049798887044,0.20000000000000004,2.7755575615628914e-17,"[0.955, 0.9501661129568106, 0.9664429530201343, 0.9404958677685951, 0.9504132231404959, 0.9507389162561576, 0.9443535188216039, 0.9523026315789473, 0.940983606557377, 0.9372937293729373, 0.9369817578772802, 0.9427609427609428, 0.9411764705882353, 0.9277504105090312, 0.9252032520325203, 0.9343185550082101, 0.9450915141430949, 0.9531772575250836, 0.9496644295302014, 0.9337748344370861]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
6,"[590, 586, 591, 594, 599, 603, 599, 599, 600, 603, 603, 598, 590, 592, 588, 588, 605, 604, 595, 592, 597]",0.9476844135412199,0.008570106928673885,0.20000000000000004,2.7755575615628914e-17,"[0.943801652892562, 0.9519071310116086, 0.9362745098039216, 0.9493464052287581, 0.9544715447154472, 0.9576547231270358, 0.9385113268608414, 0.9464285714285714, 0.9466019417475728, 0.9451612903225807, 0.946515397082658, 0.9380097879282219, 0.9504950495049505, 0.9666666666666667, 0.9373970345963756, 0.9429967426710097, 0.9437299035369775, 0.9432739059967585, 0.9459016393442623, 0.9685430463576159]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
7,"[597, 603, 601, 617, 611, 608, 601, 587, 595, 599, 597, 595, 597, 601, 593, 599, 608, 601, 596, 605, 613]",0.9456563666097921,0.008578834024517342,0.20000000000000004,2.7755575615628914e-17,"[0.9607843137254902, 0.948220064724919, 0.9364069952305246, 0.9461172741679873, 0.9472843450479234, 0.9468599033816425, 0.957166392092257, 0.9537190082644628, 0.9383116883116883, 0.9447154471544715, 0.9319286871961102, 0.9319286871961102, 0.9416531604538088, 0.9573770491803278, 0.935064935064935, 0.9530744336569579, 0.9468599033816425, 0.9558823529411765, 0.9433656957928802, 0.9364069952305246]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
8,"[613, 609, 620, 616, 612, 599, 607, 609, 608, 622, 623, 617, 606, 599, 599, 601, 606, 603, 605, 604, 602]",0.9492114065933978,0.007460943883646197,0.20000000000000004,2.7755575615628914e-17,"[0.9396825396825397, 0.9477020602218701, 0.9464566929133859, 0.9492063492063492, 0.9500805152979066, 0.9577922077922078, 0.9518459069020867, 0.9565916398713826, 0.9492868462757528, 0.9544740973312402, 0.9375, 0.947452229299363, 0.9561688311688312, 0.9575163398692811, 0.9639934533551555, 0.9436392914653784, 0.9468599033816425, 0.9328, 0.9531502423263328, 0.9420289855072463]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
9,"[602, 601, 602, 602, 601, 590, 599, 586, 584, 590, 592, 599, 602, 610, 619, 633, 632, 624, 620, 621, 618]",0.9472207687478056,0.008551868239948433,0.20000000000000004,2.7755575615628914e-17,"[0.9340836012861736, 0.952922077922078, 0.9419354838709677, 0.9371980676328503, 0.9556650246305419, 0.9428104575163399, 0.9426229508196722, 0.9338842975206612, 0.9566666666666667, 0.9377049180327869, 0.9365853658536586, 0.9496753246753247, 0.9516908212560387, 0.944620253164557, 0.9593114241001565, 0.958204334365325, 0.9503105590062112, 0.94375, 0.9543307086614173, 0.9604430379746836]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
