layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,eta,gamma,depth,alpha
0,1,970,970.0,0.013885924146951546,0.48573015805465874,-0.5928362112121615,0.013885924146951546,0.48573015805465874,-0.5928362112121615,,,,5,0.2,0.05,3,0.1
1,29,970,33.44827586206897,0.03994886034059803,0.5361348096268301,-2.024640982385112,0.03685227992347223,0.5264932646986856,-3.669341179356471,0.16473754494165366,0.15361527864391725,2.7592066839451426,5,0.2,0.05,3,0.1
2,127,970,7.637795275590551,0.06283234668616772,0.5805005801885013,-2.991112087725025,0.039754679855159236,0.5784319014385615,-3.246451301340273,0.15478672878107,0.16395134792400437,2.3718839594608347,5,0.2,0.05,3,0.1
