layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,eta,gamma,depth,alpha
0,1,970,970.0,0.008697937916584181,0.4959592064331389,-0.7494364480528399,0.00869793791658418,0.4959592064331389,-0.7494364480528399,,,,10,0.1,0.05,3,0.1
1,29,970,33.44827586206897,-0.003578432454089538,0.4543428363319339,-2.331181179639785,-0.06051139716537759,0.39919940421303235,-4.140881064198097,0.1139652091502779,0.12700823501589495,1.951304233711461,10,0.1,0.05,3,0.1
2,127,970,7.637795275590551,-0.0052238059933816606,0.47442083794956813,-3.4118961781490897,-0.04187232141546546,0.48950898997708836,-3.6108046900833255,0.10706423995203188,0.17650500725353024,1.9358665769752128,10,0.1,0.05,3,0.1
